CUE,RESPONSE,RESPONSE TOKEN,RESPONSE LEMMA,POS
icepick,used to pick ice,used,use,VERB
icepick,used to pick ice,pick,pick,VERB
icepick,used to pick ice,ice,ice,NOUN
icing,freeze food,freeze,freeze,VERB
icing,freeze food,food,food,NOUN
icing,put on cake,put,put,VERB
icing,put on cake,cake,cake,NOUN
igloo,build onto,build,build,VERB
igloo,climb on,climb,climb,VERB
iguana,a peet,peet,peet,NOUN
iguana,eat greens,eat,eat,VERB
iguana,eat greens,greens,green,NOUN
iguana,keep as a pet,keep,keep,VERB
iguana,keep as a pet,pet,pet,NOUN
iguana,repitle,repitle,repitle,NOUN
iguana,used to be seen in a zoo,used,use,VERB
iguana,used to be seen in a zoo,seen,see,VERB
iguana,used to be seen in a zoo,zoo,zoo,NOUN
illustrator,computer design,computer,computer,NOUN
illustrator,computer design,design,design,NOUN
illustrator,create children's books,create,create,VERB
illustrator,create children's books,children,child,NOUN
illustrator,create children's books,books,book,NOUN
illustrator,create images for books,create,create,VERB
illustrator,create images for books,images,image,NOUN
illustrator,create images for books,books,book,NOUN
illustrator,create images for newspapers,create,create,VERB
illustrator,create images for newspapers,images,image,NOUN
illustrator,create images for newspapers,newspapers,newspaper,NOUN
illustrator,draw cartoons,draw,draw,VERB
illustrator,draw cartoons,cartoons,cartoon,NOUN
illustrator,draw icons,draw,draw,VERB
illustrator,draw icons,icons,icon,NOUN
illustrator,draw logos,draw,draw,VERB
illustrator,draw logos,logos,logo,NOUN
illustrator,draw maps,draw,draw,VERB
illustrator,draw maps,maps,map,NOUN
illustrator,drawings,drawings,draw,VERB
illustrator,make cartoon characters,make,make,VERB
illustrator,make cartoon characters,cartoon,cartoon,NOUN
illustrator,make cartoon characters,characters,character,NOUN
illustrator,paintings,paintings,paint,VERB
illustrator,to write books,write,write,VERB
illustrator,to write books,books,book,NOUN
incubator,baby animals,baby,baby,NOUN
incubator,baby animals,animals,animal,NOUN
incubator,baby chicks,baby,baby,NOUN
incubator,baby chicks,chicks,chick,NOUN
incubator,baby people,baby,baby,ADJ
incubator,baby people,people,people,NOUN
incubator,just babies in general i guess,babies,baby,NOUN
incubator,just babies in general i guess,general,general,ADJ
incubator,just babies in general i guess,guess,guess,VERB
incubator,providing,providing,provide,VERB
incubator,warming stuff,warming,warm,VERB
infant,change diaper,change,change,NOUN
infant,change diaper,diaper,diaper,NOUN
infant,swaddled,swaddled,swaddle,VERB
ingredient,belonging to,belonging,belong,VERB
ingredient,mixture,mixture,mixture,NOUN
ingredient,part of,part,part,NOUN
ingredient,personality,personality,personality,NOUN
ingredient,projects,projects,project,NOUN
ingredient,science project,science,science,NOUN
ingredient,science project,project,project,NOUN
ingredient,secret,secret,secret,ADJ
ingredient,take away,take,take,VERB
ingredients,added,added,add,VERB
ingredients,combine to make food,combine,combine,VERB
ingredients,combine to make food,make,make,VERB
ingredients,combine to make food,food,food,NOUN
ingredients,measured,measured,measure,VERB
ingredients,to come up with different recipes,come,come,VERB
ingredients,to come up with different recipes,different,different,ADJ
ingredients,to come up with different recipes,recipes,recipe,NOUN
ingredients,to store in the cupboard,store,store,VERB
ingredients,to store in the cupboard,cupboard,cupboard,NOUN
ink,pens,pens,pens,NOUN
ink,spew,spew,spew,NOUN
ink,squid,squid,squid,NOUN
insect,build a home for,build,build,VERB
insect,build a home for,home,home,NOUN
insect,crawling,crawling,crawl,VERB
insect,creepy,creepy,creepy,NOUN
insect,help garden,help,help,NOUN
insect,help garden,garden,garden,NOUN
insect,pollen,pollen,pollen,NOUN
insect,pollinate,pollinate,pollinate,VERB
insect,squoosh,squoosh,squoosh,VERB
insect,to freak out your friends,freak,freak,VERB
insect,to freak out your friends,friends,friend,NOUN
insect,to learn about,learn,learn,VERB
insole,to cushion,cushion,cushion,NOUN
inspector,cheating spouse,cheating,cheat,VERB
inspector,cheating spouse,spouse,spouse,NOUN
inspector,finding,finding,find,VERB
inspector,living situations,living,live,VERB
inspector,living situations,situations,situation,NOUN
inspector,make sure things are working properly,make,make,VERB
inspector,make sure things are working properly,sure,sure,ADJ
inspector,make sure things are working properly,working,work,VERB
inspector,searching,searching,search,VERB
inspector,temporary,temporary,temporary,ADJ
inspector,tire,tire,tire,NOUN
instructor,ask and answer questions,ask,ask,VERB
instructor,ask and answer questions,answer,answer,VERB
instructor,ask and answer questions,questions,question,NOUN
instructor,educator,educator,educator,NOUN
instructor,teachor,teachor,teachor,NOUN
instrument,a tool to complete a task,tool,tool,NOUN
instrument,a tool to complete a task,complete,complete,VERB
instrument,a tool to complete a task,task,task,NOUN
instrument,any object,object,object,NOUN
instrument,healthcare,healthcare,healthcare,NOUN
instrument,musical tool,musical,musical,ADJ
instrument,musical tool,tool,tool,NOUN
instrument,play music on,play,play,VERB
instrument,play music on,music,music,NOUN
instrument,played in music,played,play,VERB
instrument,played in music,music,music,NOUN
instrument,pose with it,pose,pose,VERB
instrument,signal someone,signal,signal,VERB
instrument,used in kitchen,used,use,VERB
instrument,used in kitchen,kitchen,kitchen,NOUN
insulin,blood sugar,blood,blood,NOUN
insulin,blood sugar,sugar,sugar,NOUN
insulin,help people with diabetes,help,help,VERB
insulin,help people with diabetes,people,people,NOUN
insulin,help people with diabetes,diabetes,diabetes,NOUN
insulin,helping with low sugars,helping,help,VERB
insulin,helping with low sugars,low,low,ADJ
insulin,helping with low sugars,sugars,sugar,NOUN
intercom,get info to a large grou[,info,info,NOUN
intercom,get info to a large grou[,large,large,ADJ
intercom,get info to a large grou[,grou,grou,NOUN
intercom,speak into,speak,speak,VERB
intercom,speak through,speak,speak,VERB
intercom,spread news,spread,spread,NOUN
intercom,spread news,news,news,NOUN
intercom,talk to a lot of people,talk,talk,VERB
intercom,talk to a lot of people,lot,lot,NOUN
intercom,talk to a lot of people,people,people,NOUN
intercom,talk to lots of people,talk,talk,VERB
intercom,talk to lots of people,lots,lot,NOUN
intercom,talk to lots of people,people,people,NOUN
intercom,talk to others,talk,talk,VERB
intercom,to make announcements,make,make,VERB
intercom,to make announcements,announcements,announcement,NOUN
intern,and run errands,run,run,VERB
intern,and run errands,errands,errand,NOUN
intern,do simple work,simple,simple,ADJ
intern,do simple work,work,work,NOUN
intern,filing paperwork,filing,file,VERB
intern,filing paperwork,paperwork,paperwork,NOUN
intern,handiwork,handiwork,handiwork,NOUN
intern,making copies,making,make,VERB
intern,making copies,copies,copy,NOUN
intern,moving objects,moving,move,VERB
intern,moving objects,objects,object,VERB
intern,never pay,pay,pay,VERB
intern,opportunity,opportunity,opportunity,NOUN
intern,printing our documents,printing,print,VERB
intern,printing our documents,documents,document,NOUN
intern,put blame on,put,put,VERB
intern,put blame on,blame,blame,VERB
intern,running errands,running,run,VERB
intern,running errands,errands,errand,NOUN
intern,running software,running,run,VERB
intern,running software,software,software,NOUN
intern,work study,work,work,NOUN
intern,work study,study,study,NOUN
interviewer,conduct an interview,conduct,conduct,VERB
interviewer,conduct an interview,interview,interview,NOUN
interviewer,find a job,find,find,VERB
interviewer,find a job,job,job,NOUN
interviewer,interview,interview,interview,NOUN
inventor,can be used to create things for personal use (you shouldn't use people or animals),used,use,VERB
inventor,can be used to create things for personal use (you shouldn't use people or animals),create,create,VERB
inventor,can be used to create things for personal use (you shouldn't use people or animals),personal,personal,ADJ
inventor,can be used to create things for personal use (you shouldn't use people or animals),people,people,NOUN
inventor,can be used to create things for personal use (you shouldn't use people or animals),animals,animal,NOUN
inventor,for them to help you make something,help,help,VERB
inventor,for them to help you make something,make,make,VERB
inventor,give ideas,give,give,ADJ
inventor,give ideas,ideas,idea,NOUN
inventor,help proces,help,help,NOUN
inventor,help proces,proces,proce,NOUN
investigator,detective,detective,detective,NOUN
investigator,find out things,find,find,VERB
investigator,investigate a crime,investigate,investigate,VERB
investigator,investigate a crime,crime,crime,NOUN
investigator,investigates,investigates,investigate,VERB
investigator,look up things,look,look,VERB
investigator,mystery,mystery,mystery,NOUN
investigator,to look into things,look,look,VERB
investigator,to spy,spy,spy,VERB
iron,and bedding,bedding,bedding,NOUN
iron,cast,cast,cast,NOUN
iron,element,element,element,NOUN
iron,materials,materials,materials,NOUN
iron,patch,patch,patch,NOUN
iron,put patches on things,put,put,VERB
iron,put patches on things,patches,patch,NOUN
iron,tidy the appearance of clothes,tidy,tidy,VERB
iron,tidy the appearance of clothes,appearance,appearance,NOUN
iron,tidy the appearance of clothes,clothes,clothes,NOUN
iron,wrinkles,wrinkles,wrinkle,NOUN
jacket,grow out it,grow,grow,VERB
jacket,keep dry,keep,keep,VERB
jacket,keep dry,dry,dry,NOUN
jacket,pass it down,pass,pass,VERB
jacket,step over puddle,step,step,NOUN
jacket,step over puddle,puddle,puddle,NOUN
jaguar,entertainment at the zoo,entertainment,entertainment,NOUN
jaguar,entertainment at the zoo,zoo,zoo,NOUN
jaguar,hunter,hunter,hunter,NOUN
jaguar,improtant,improtant,important,ADJ
jam,gift wrap it,gift,gift,NOUN
jam,gift wrap it,wrap,wrap,VERB
jam,put on bread,put,put,VERB
jam,put on bread,bread,bread,NOUN
jar,struggle with,struggle,struggle,NOUN
jasmine,as a name,name,name,NOUN
jasmine,disney,disney,disney,NOUN
jasmine,floral,floral,floral,ADJ
jasmine,fragrant,fragrant,fragrant,NOUN
jasmine,genie,genie,genies,NOUN
jasmine,jafar,jafar,jafar,NOUN
jasmine,raaj,raaj,raaj,PROPN
javelin,aiming,aiming,aim,VERB
javelin,competing,competing,compete,VERB
javelin,jabbed,jabbed,jab,VERB
javelin,reenactments,reenactments,reenactment,NOUN
javelin,to finalize the decision of a judge,finalize,finalize,VERB
javelin,to finalize the decision of a judge,decision,decision,NOUN
javelin,to finalize the decision of a judge,judge,judge,NOUN
jaw,biting,biting,bite,VERB
jaw,gnaw,gnaw,gnaw,VERB
jawbreaker,spit it out,spit,spit,VERB
jawbreaker,try to crush it,try,try,VERB
jawbreaker,try to crush it,crush,crush,VERB
jean,bottoms,bottoms,bottom,NOUN
jean,dark,dark,dark,ADJ
jean,dna,dna,dna,NOUN
jean,light jeans,light,light,NOUN
jean,light jeans,jeans,jeans,NOUN
jean,match,match,match,NOUN
jean,outfit,outfit,outfit,NOUN
jean,skinny jeans,skinny,skinny,ADJ
jean,skinny jeans,jeans,jeans,NOUN
jeans,denim,denim,denim,NOUN
jeans,remake new jeans,remake,remake,VERB
jeans,remake new jeans,new,new,ADJ
jeans,remake new jeans,jeans,jeans,NOUN
jeans,to iron,iron,iron,VERB
jeans,to style,style,style,NOUN
jeans,to work in,work,work,VERB
jeep,can drive,drive,drive,VERB
jeep,can get someone to a destination,destination,destination,NOUN
jeep,carry luggage,carry,carry,VERB
jeep,carry luggage,luggage,luggage,NOUN
jeep,ride it,ride,ride,VERB
jelly,biscuits,biscuits,biscuit,NOUN
jelly,helps mold things,helps,help,VERB
jelly,helps mold things,mold,mold,NOUN
jelly,lubrication,lubrication,lubrication,NOUN
jelly,make a sandwich,make,make,VERB
jelly,make a sandwich,sandwich,sandwich,NOUN
jelly,prank someone with it,prank,prank,VERB
jelly,preserve fruit,preserve,preserve,ADJ
jelly,preserve fruit,fruit,fruit,NOUN
jelly,put in waffles,put,put,VERB
jelly,put in waffles,waffles,waffle,NOUN
jelly,put it up,put,put,VERB
jelly,put on toast,put,put,VERB
jelly,put on toast,toast,toast,NOUN
jelly,samwiches,samwiches,samwich,NOUN
jelly,take it out,take,take,VERB
jelly,use it as glue,use,use,VERB
jelly,use it as glue,glue,glue,NOUN
jelly,used in facials,used,use,VERB
jelly,used in facials,facials,facial,NOUN
jersey,frame it for display,frame,frame,VERB
jersey,frame it for display,display,display,NOUN
jersey,tennis,tennis,tennis,NOUN
jersey,uniform,uniform,uniform,NOUN
jersey,wear as a shirt,wear,wear,VERB
jersey,wear as a shirt,shirt,shirt,NOUN
jet,celebs,celebs,celeb,NOUN
jet,in a hot tub,hot,hot,ADJ
jet,in a hot tub,tub,tub,NOUN
jet,in a jacuzzi,jacuzzi,jacuzzi,NOUN
jet,to crash,crash,crash,VERB
jet,to fly,fly,fly,VERB
jet,to fly in,fly,fly,VERB
jet,to jump out of,jump,jump,VERB
jet,to write things,write,write,VERB
jet,used to fly,used,use,VERB
jet,used to fly,fly,fly,VERB
jet,used to travel,used,use,VERB
jet,used to travel,travel,travel,VERB
jewel,dress up a plain outift,dress,dress,VERB
jewel,dress up a plain outift,plain,plain,ADJ
jewel,dress up a plain outift,outift,outift,NOUN
jewel,engagement,engagement,engagement,NOUN
jewel,express your love for someone,express,express,VERB
jewel,express your love for someone,love,love,NOUN
jewel,inspect it,inspect,inspect,VERB
jewel,make jewelry with it,make,make,VERB
jewel,make jewelry with it,jewelry,jewelry,NOUN
jewel,make you look expensive,make,make,VERB
jewel,make you look expensive,look,look,VERB
jewel,make you look expensive,expensive,expensive,ADJ
jewel,royalty,royalty,royalty,NOUN
jewel,wealth,wealth,wealth,NOUN
jewel,wear on neck,wear,wear,VERB
jewel,wear on neck,neck,neck,NOUN
jeweler,can fix jewelry,fix,fix,VERB
jeweler,can fix jewelry,jewelry,jewelry,NOUN
jeweler,earrings,earrings,earring,NOUN
jeweler,fix jewelry,fix,fix,VERB
jeweler,fix jewelry,jewelry,jewelry,NOUN
jeweler,holds,holds,hold,NOUN
jeweler,make new things,make,make,VERB
jeweler,make new things,new,new,ADJ
jeweler,rich,rich,rich,ADJ
jeweler,sell jewelry,sell,sell,VERB
jeweler,sell jewelry,jewelry,jewelry,NOUN
jeweler,to appraise,appraise,appraise,VERB
jeweler,to buy jewelry,buy,buy,VERB
jeweler,to buy jewelry,jewelry,jewelry,NOUN
jeweler,to look at jewels,look,look,VERB
jeweler,to look at jewels,jewels,jewel,NOUN
jeweler,to look at metal,look,look,VERB
jeweler,to look at metal,metal,metal,NOUN
jewelry,dressing up,dressing,dress,VERB
jewelry,elegance,elegance,elegance,NOUN
jewelry,stealing,stealing,steal,VERB
jockstrap,playing football,playing,play,VERB
jockstrap,playing football,football,football,NOUN
jockstrap,protection for genitals,protection,protection,NOUN
jockstrap,protection for genitals,genitals,genitals,NOUN
jockstrap,used to protect genitals,used,use,VERB
jockstrap,used to protect genitals,protect,protect,VERB
jockstrap,used to protect genitals,genitals,genitals,NOUN
jogger,jog with them,jog,jog,VERB
jogger,lose weight,lose,lose,VERB
jogger,lose weight,weight,weight,NOUN
jogger,lululemon,lululemon,lululemon,NOUN
jogger,maintain fitness,maintain,maintain,VERB
jogger,maintain fitness,fitness,fitness,NOUN
jogger,send them somewhere,send,send,VERB
jogger,set pace,set,set,ADJ
jogger,set pace,pace,pace,NOUN
jogger,stay healthy,stay,stay,VERB
jogger,stay healthy,healthy,healthy,ADJ
joint,attach bones,attach,attach,VERB
joint,attach bones,bones,bone,NOUN
joint,extending,extending,extend,VERB
joint,forcing,forcing,forc,VERB
joint,give range of motion,give,give,VERB
joint,give range of motion,range,range,NOUN
joint,give range of motion,motion,motion,NOUN
joint,in your body,body,body,NOUN
joint,opening and closing doors,opening,open,VERB
joint,opening and closing doors,closing,close,VERB
joint,opening and closing doors,doors,door,NOUN
joint,spraining,spraining,sprain,VERB
journal,burnt,burnt,burnt,ADJ
journal,document your life in,document,document,VERB
journal,document your life in,life,life,NOUN
journal,goals,goals,goal,NOUN
journal,grocery list,grocery,grocery,NOUN
journal,grocery list,list,list,NOUN
journal,hold lists,hold,hold,VERB
journal,hold lists,lists,list,NOUN
journal,hold notes,hold,hold,VERB
journal,hold notes,notes,note,NOUN
journal,journal about things happening,journal,journal,ADJ
journal,journal about things happening,happening,happen,VERB
journal,keep track of events,keep,keep,VERB
journal,keep track of events,track,track,NOUN
journal,keep track of events,events,event,NOUN
journal,keep up with finances,keep,keep,VERB
journal,keep up with finances,finances,finances,NOUN
journal,make a to-do list,make,make,VERB
journal,make a to-do list,list,list,NOUN
journal,private,private,private,ADJ
journal,put photos on,put,put,VERB
journal,put photos on,photos,photo,NOUN
journal,to complete an assignment,complete,complete,VERB
journal,to complete an assignment,assignment,assignment,NOUN
journal,to do for personal enjoyment,personal,personal,ADJ
journal,to do for personal enjoyment,enjoyment,enjoyment,NOUN
journal,to keep up with life,keep,keep,VERB
journal,to keep up with life,life,life,NOUN
journal,to show gratitude,show,show,VERB
journal,to show gratitude,gratitude,gratitude,NOUN
journal,to write secrets,write,write,VERB
journal,to write secrets,secrets,secret,NOUN
journal,to write songs,write,write,VERB
journal,to write songs,songs,song,NOUN
journal,to write stories,write,write,VERB
journal,to write stories,stories,story,NOUN
journal,to write things you need to remember,write,write,VERB
journal,to write things you need to remember,need,need,VERB
journal,to write things you need to remember,remember,remember,VERB
journal,write down a grocery list,write,write,VERB
journal,write down a grocery list,grocery,grocery,NOUN
journal,write down a grocery list,list,list,NOUN
journal,write down your thoughts,write,write,VERB
journal,write down your thoughts,thoughts,thought,NOUN
journal,write in it,write,write,VERB
journalist,ignore them,ignore,ignore,VERB
journalist,listen to them,listen,listen,VERB
joystick,practice driving,practice,practice,VERB
joystick,practice driving,driving,drive,VERB
joystick,shift gears,shift,shift,NOUN
joystick,shift gears,gears,gear,NOUN
juice,baste,baste,baste,NOUN
juice,squeeze liquid out of,squeeze,squeeze,VERB
juice,squeeze liquid out of,liquid,liquid,NOUN
juice,steroids,steroids,steroid,NOUN
juice,supplement,supplement,supplement,NOUN
juice,to cool something off,cool,cool,VERB
jukebox,blast,blast,blast,VERB
jukebox,clubbing,clubbing,club,VERB
jukebox,door holder,door,door,NOUN
jukebox,door holder,holder,holder,NOUN
jukebox,themed parties,parties,party,NOUN
jumper,cover body,cover,cover,VERB
jumper,cover body,body,body,NOUN
jumper,dried,dried,dry,VERB
jumper,start car,start,start,VERB
jumper,start car,car,car,NOUN
junk,can be recycled,recycled,recycle,VERB
junk,can suffocate a oerson under it,suffocate,suffocate,VERB
junk,can suffocate a oerson under it,oerson,oerson,NOUN
junk,can take up space in a closet,take,take,VERB
junk,can take up space in a closet,space,space,NOUN
junk,can take up space in a closet,closet,closet,NOUN
junk,collects dust,collects,collect,NOUN
junk,hide things in it,hide,hide,VERB
junk,one mans junk is anothers treasure,mans,mans,NOUN
junk,one mans junk is anothers treasure,junk,junk,NOUN
junk,one mans junk is anothers treasure,treasure,treasure,NOUN
jurist,determine law,determine,determine,VERB
jurist,determine law,law,law,NOUN
jurist,equality,equality,equality,NOUN
jurist,give facts in court,give,give,ADJ
jurist,give facts in court,facts,fact,NOUN
jurist,give facts in court,court,court,NOUN
jurist,making laws,making,make,VERB
jurist,making laws,laws,law,NOUN
jurist,sit in court proceedings,sit,sit,VERB
jurist,sit in court proceedings,court,court,NOUN
jurist,sit in court proceedings,proceedings,proceedings,NOUN
jurist,to decide if someone is guilty,decide,decide,VERB
jurist,to decide if someone is guilty,guilty,guilty,ADJ
jurist,trial,trial,trial,NOUN
juror,acquit,acquit,acquit,NOUN
juror,collaboration,collaboration,collaboration,NOUN
juror,condemn,condemn,condemn,VERB
juror,convict,convict,convict,NOUN
juror,convict someone,convict,convict,VERB
juror,decipher,decipher,decipher,NOUN
juror,determine guilt,determine,determine,VERB
juror,determine guilt,guilt,guilt,NOUN
juror,determining guilt,determining,determine,VERB
juror,determining guilt,guilt,guilt,NOUN
juror,duty,duty,duty,NOUN
juror,free someone,free,free,ADJ
juror,news story,news,news,NOUN
juror,news story,story,story,NOUN
juror,plead,plead,plead,NOUN
juror,sequestration,sequestration,sequestration,NOUN
juror,to judge,judge,judge,VERB
kaleidoscope,artwork,artwork,artwork,NOUN
kaleidoscope,keep kids entertained,keep,keep,VERB
kaleidoscope,keep kids entertained,kids,kid,NOUN
kaleidoscope,keep kids entertained,entertained,entertained,ADJ
kaleidoscope,see pretty colors and designs,see,see,VERB
kaleidoscope,see pretty colors and designs,colors,color,NOUN
kaleidoscope,see pretty colors and designs,designs,design,NOUN
kaleidoscope,see rainbows,see,see,VERB
kaleidoscope,see rainbows,rainbows,rainbow,NOUN
kaleidoscope,see things,see,see,VERB
kaleidoscope,to observe,observe,observe,VERB
kazoo,can be blown into,blown,blow,VERB
kebab,give to people,give,give,VERB
kebab,give to people,people,people,NOUN
kebab,stabbed,stabbed,stab,VERB
kebab,toothpick,toothpick,toothpick,NOUN
keepsake,connect with feelings,connect,connect,VERB
keepsake,connect with feelings,feelings,feeling,NOUN
keepsake,cry over,cry,cry,VERB
keepsake,give as gift,give,give,VERB
keepsake,give as gift,gift,gift,NOUN
keepsake,help to remember,help,help,VERB
keepsake,help to remember,remember,remember,VERB
keepsake,make memories,make,make,VERB
keepsake,make memories,memories,memory,NOUN
keepsake,sentimental value,sentimental,sentimental,ADJ
keepsake,sentimental value,value,value,NOUN
keepsake,store it safely,store,store,VERB
keepsake,to treasure,treasure,treasure,VERB
keepsake,used as decor,used,use,VERB
keepsake,used as decor,decor,decor,NOUN
keepsake,used to keep a memory alive,used,use,VERB
keepsake,used to keep a memory alive,keep,keep,VERB
keepsake,used to keep a memory alive,memory,memory,NOUN
keepsake,used to keep a memory alive,alive,alive,NOUN
keg,drinking out of,drinking,drink,VERB
keg,hanging out with friends,hanging,hang,VERB
keg,hanging out with friends,friends,friend,NOUN
keg,keg stand,keg,keg,NOUN
keg,keg stand,stand,stand,NOUN
keg,puncturing,puncturing,punctur,VERB
kelp,and pharmaceuticals,pharmaceuticals,pharmaceutical,NOUN
kelp,blended,blended,blend,VERB
kelp,edible sea plant,edible,edible,ADJ
kelp,edible sea plant,sea,sea,NOUN
kelp,edible sea plant,plant,plant,NOUN
kelp,frozen food,frozen,freeze,VERB
kelp,frozen food,food,food,NOUN
kelp,salad dressing,salad,salad,NOUN
kelp,salad dressing,dressing,dressing,NOUN
kelp,shampoo,shampoo,shampoo,NOUN
kelp,sliced,sliced,slice,VERB
kelp,spongebob,spongebob,spongebob,NOUN
kelp,toothpaste,toothpaste,toothpaste,NOUN
kerchief,fashion assecesory,fashion,fashion,NOUN
kerchief,fashion assecesory,assecesory,assecesory,NOUN
kerchief,sneeze,sneeze,sneeze,NOUN
kerchief,sneezing,sneezing,sneeze,VERB
kerchief,wipe your mouth,wipe,wipe,VERB
kerchief,wipe your mouth,mouth,mouth,NOUN
kernel,can be popped,popped,pop,VERB
kernel,pop popcorn with,pop,pop,NOUN
kernel,pop popcorn with,popcorn,popcorn,NOUN
kernel,used to pop popcorn,used,use,VERB
kernel,used to pop popcorn,pop,pop,VERB
kernel,used to pop popcorn,popcorn,popcorn,NOUN
ketchup,and onion rings,onion,onion,ADJ
ketchup,and onion rings,rings,ring,NOUN
ketchup,dipping fries in,dipping,dip,VERB
ketchup,dipping fries in,fries,fry,NOUN
ketchup,fake blood,fake,fake,ADJ
ketchup,fake blood,blood,blood,NOUN
ketchup,putting on a cheeseburger,putting,put,VERB
ketchup,putting on a cheeseburger,cheeseburger,cheeseburger,NOUN
ketchup,special sauce,special,special,ADJ
ketchup,special sauce,sauce,sauce,NOUN
ketchup,tatter tots,tatter,tatter,NOUN
ketchup,tatter tots,tots,tot,NOUN
ketchup,to dip fries in,dip,dip,VERB
ketchup,to dip fries in,fries,fry,NOUN
ketchup,tomato,tomato,tomato,NOUN
kettle,boil water,boil,boil,VERB
kettle,boil water,water,water,NOUN
kettle,boiling water,boiling,boil,VERB
kettle,boiling water,water,water,NOUN
kettle,make tea,make,make,VERB
kettle,make tea,tea,tea,NOUN
kettle,warming up,warming,warm,VERB
kettle,whistles,whistles,whistle,NOUN
kettledrum,drum,drum,drum,NOUN
kettledrum,to let out anger,let,let,VERB
kettledrum,to let out anger,anger,anger,NOUN
key,grading tests,grading,grade,VERB
key,grading tests,tests,test,NOUN
key,inserted,inserted,insert,VERB
key,locking carsl,locking,lock,VERB
key,locking carsl,carsl,carsl,NOUN
key,locking doors,locking,lock,VERB
key,locking doors,doors,door,NOUN
key,locking things,locking,lock,VERB
key,open doors,open,open,VERB
key,open doors,doors,door,NOUN
key,opening things,opening,open,VERB
key,securing journals,securing,secure,VERB
key,securing journals,journals,journal,NOUN
key,unlocking,unlocking,unlock,VERB
key,withdrew,withdrew,withdrew,VERB
keyboard,get duirty,duirty,duirty,NOUN
keyboard,to complete assignments,complete,complete,ADJ
keyboard,to complete assignments,assignments,assignment,NOUN
keyboard,to create,create,create,VERB
keyboard,to delete,delete,delete,VERB
keyboard,to edit,edit,edit,VERB
keyboard,to express,express,express,VERB
keyboard,to type,type,type,VERB
keyboard,type on,type,type,VERB
keyhole,front,front,front,ADJ
keyhole,insert a key,insert,insert,VERB
keyhole,insert a key,key,key,NOUN
keyhole,key,key,key,ADJ
keyhole,neckline,neckline,neckline,NOUN
keyhole,peep inside,peep,peep,VERB
keyhole,pick a door,pick,pick,VERB
keyhole,pick a door,door,door,NOUN
keyhole,placement,placement,placement,NOUN
keyhole,unlock door,unlock,unlock,ADJ
keyhole,unlock door,door,door,NOUN
keyhole,window,window,window,NOUN
kid,baby it,baby,baby,VERB
kid,cost money,cost,cost,NOUN
kid,cost money,money,money,NOUN
kid,read to it,read,read,VERB
kid,take care of it,take,take,VERB
kid,take care of it,care,care,NOUN
kid,talk to it,talk,talk,VERB
kid,whoop it,whoop,whoop,VERB
kid,youthful,youthful,youthful,ADJ
kidney,beans,beans,bean,NOUN
kidney,organ,organ,organ,ADJ
kidney,overwhelm,overwhelm,overwhelm,VERB
kidney,support life,support,support,NOUN
kidney,support life,life,life,NOUN
kids,awfu,awful,awful,ADJ
kids,behaviors,behaviors,behavior,NOUN
kids,buy for,buy,buy,VERB
kids,conceive,conceive,conceive,VERB
kids,continuing ideas,continuing,continue,VERB
kids,continuing ideas,ideas,idea,NOUN
kids,creation of a family,creation,creation,NOUN
kids,creation of a family,family,family,NOUN
kids,disipline,disipline,disipline,NOUN
kids,experiencing joy,experiencing,experience,VERB
kids,experiencing joy,joy,joy,NOUN
kids,manual labor,manual,manual,ADJ
kids,manual labor,labor,labor,NOUN
kids,please,please,please,VERB
kids,to bring happiness,bring,bring,VERB
kids,to bring happiness,happiness,happiness,NOUN
kids,to nurture,nurture,nurture,VERB
kids,to raise,raise,raise,VERB
kiln,cook clay,cook,cook,VERB
kiln,cook clay,clay,clay,NOUN
kiln,fire clay,fire,fire,NOUN
kiln,fire clay,clay,clay,NOUN
kiln,fire pottery,fire,fire,NOUN
kiln,fire pottery,pottery,pottery,NOUN
kiln,make pizza,make,make,VERB
kiln,make pizza,pizza,pizza,NOUN
kiln,use to keep warm,use,use,VERB
kiln,use to keep warm,keep,keep,VERB
kiln,use to keep warm,warm,warm,ADJ
kilt,and culture.,culture,culture,NOUN
kilt,display.,display,display,NOUN
kilt,survival,survival,survival,NOUN
kin,organ donor,organ,organ,ADJ
kin,organ donor,donor,donor,NOUN
kindle,to play games on,play,play,VERB
kindle,to play games on,games,game,NOUN
kindle,to read on,read,read,VERB
kindle,to use for fires,use,use,VERB
kindle,to use for fires,fires,fire,NOUN
kindle,watch videos,watch,watch,VERB
kindle,watch videos,videos,video,NOUN
kindling,bug repellant,bug,bug,NOUN
kindling,bug repellant,repellant,repellant,NOUN
kindling,starting fire,starting,start,VERB
kindling,starting fire,fire,fire,NOUN
kiss,accept a kiss,accept,accept,VERB
kiss,accept a kiss,kiss,kiss,NOUN
kiss,affection,affection,affection,NOUN
kiss,be turned on by,turned,turn,VERB
kiss,blow a kiss,blow,blow,VERB
kiss,blow a kiss,kiss,kiss,NOUN
kiss,establishing love,establishing,establish,VERB
kiss,establishing love,love,love,NOUN
kiss,heal a wound,heal,heal,VERB
kiss,heal a wound,wound,wound,NOUN
kiss,incite passion,incite,incite,VERB
kiss,incite passion,passion,passion,NOUN
kiss,intimacy,intimacy,intimacy,NOUN
kiss,kiss someone,kiss,kiss,VERB
kiss,peck,peck,peck,NOUN
kiss,promise,promise,promise,NOUN
kiss,reject a kiss,reject,reject,VERB
kiss,reject a kiss,kiss,kiss,NOUN
