Stimuli.Cue,affordance_parsed,word,lemma,POS,School
tablet,read,read,read,VERB,UCONN
tablet,look online,look,look,VERB,UCONN
tablet,look online,online,online,ADV,UCONN
tablet,take notes,take,take,VERB,UCONN
tablet,take notes,notes,note,VERB,UCONN
tablet,watch,watch,watch,VERB,UCONN
beefsteak,cook,cook,cake,VERB,UCONN
beefsteak,grill,grill,grill,VERB,UCONN
beefsteak,reheat,reheat,reheat,VERB,UCONN
beefsteak,eat,eat,eat,VERB,UCONN
beefsteak,chew,chew,chew,VERB,UCONN
beefsteak,cut,cut,cut,VERB,UCONN
morphine,use,use,use,VERB,UCONN
morphine,inject,inject,inject,VERB,UCONN
basket,shoot,shoot,shoot,VERB,UCONN
basket,use,use,use,VERB,UCONN
basket,place,place,place,NOUN,UCONN
basket,put in,put,put,VERB,UCONN
basket,fill,fill,fill,VERB,UCONN
basket,stuff,stuff,stuff,VERB,UCONN
herring,use,use,use,VERB,UCONN
sausage,cook,cook,cake,VERB,UCONN
sausage,cut,cut,cut,VERB,UCONN
sausage,eat,eat,eat,VERB,UCONN
sausage,chew,chew,chew,VERB,UCONN
sausage,place,place,place,VERB,UCONN
sausage,swallow,swallow,swallow,VERB,UCONN
packet,open,open,open,VERB,UCONN
packet,use,use,use,VERB,UCONN
packet,cut,cut,cut,VERB,UCONN
packet,pour,pour,pour,VERB,UCONN
packet,dump,dump,dump,VERB,UCONN
knuckle,punch,punch,punch,VERB,UCONN
knuckle,crack,crack,crack,VERB,UCONN
knuckle,use,use,use,VERB,UCONN
uncle,go out with,go,go,VERB,UCONN
coat,put on,put,put,VERB,UCONN
coat,wear,wear,wear,VERB,UCONN
coat,use,use,use,VERB,UCONN
ore,mine,mine,mine,PRON,UCONN
ore,use,use,use,VERB,UCONN
musket,fire,fire,fire,VERB,UCONN
musket,shoot,shoot,shoot,VERB,UCONN
musket,place,place,place,VERB,UCONN
musket,use,use,use,VERB,UCONN
tradesman,trade,trade,trade,VERB,UCONN
tradesman,work with,work,work,VERB,UCONN
firebox,open,open,open,VERB,UCONN
firebox,use,use,use,VERB,UCONN
pew,shoot,shoot,shoot,VERB,UCONN
pew,fire,fire,fire,VERB,UCONN
gramophone,use,use,use,VERB,UCONN
gramophone,call,call,call,VERB,UCONN
fingernail,bite,bite,bite,VERB,UCONN
fingernail,scratch,scratch,scratch,VERB,UCONN
fingernail,claw,claw,claw,VERB,UCONN
fingernail,knaw,gnaw,gnaw,VERB,UCONN
fingernail,pull,pull,pull,VERB,UCONN
crossbow,shoot,shoot,shoot,VERB,UCONN
crossbow,fire,fire,fire,VERB,UCONN
crossbow,use,use,use,VERB,UCONN
crossbow,reload,reload,reload,VERB,UCONN
hitchhiker,wave,wave,wave,VERB,UCONN
mastiff,pet,pet,pet,VERB,UCONN
mastiff,sleep,sleep,sleep,VERB,UCONN
jaguar,wave,wave,wave,VERB,UCONN
jaguar,meow at,meow,meow,VERB,UCONN
clothespin,pin,pin,pin,VERB,UCONN
clothespin,use,use,use,VERB,UCONN
shelving,use,use,use,VERB,UCONN
shelving,place,place,place,VERB,UCONN
shelving,store,store,store,VERB,UCONN
mommy,love,love,love,VERB,UCONN
woodcarver,talk to,talk,talk,VERB,UCONN
globe,look at,look,look,VERB,UCONN
globe,use,use,use,VERB,UCONN
globe,spin,spin,spin,VERB,UCONN
environmentalist,talk to,talk,talk,VERB,UCONN
coconut,open,open,open,VERB,UCONN
coconut,eat,eat,eat,VERB,UCONN
coconut,crack,crack,crack,VERB,UCONN
coconut,cook,cook,cake,VERB,UCONN
emerald,mine,mine,mine,PRON,UCONN
seashore,look at,look,look,VERB,UCONN
seashore,admire,admire,admire,VERB,UCONN
ballplayer,watch,watch,watch,VERB,UCONN
ballplayer,talk to,talk,talk,VERB,UCONN
tampon,used for periods,used,use,VERB,UCONN
tampon,used for periods,periods,period,NOUN,UCONN
hen,a female chicken,female,female,ADJ,UCONN
hen,a female chicken,chicken,chicken,NOUN,UCONN
ground,what we stand on/the surface of the earth,stand,stand,VERB,UCONN
ground,what we stand on/the surface of the earth,surface,surface,NOUN,UCONN
ground,what we stand on/the surface of the earth,earth,earth,NOUN,UCONN
newsboy,the boy who hands out newspapers,boy,boy,NOUN,UCONN
newsboy,the boy who hands out newspapers,hands,hand,NOUN,UCONN
newsboy,the boy who hands out newspapers,newspapers,newspaper,NOUN,UCONN
shoe,what we wear on our feet,wear,wear,VERB,UCONN
shoe,what we wear on our feet,feet,foot,NOUN,UCONN
tailor,a person who adjusts clothes,person,person,NOUN,UCONN
tailor,a person who adjusts clothes,adjusts,adjust,VERB,UCONN
tailor,a person who adjusts clothes,clothes,clothes,NOUN,UCONN
starch,an item used for cooking,item,item,NOUN,UCONN
starch,an item used for cooking,used,use,VERB,UCONN
starch,an item used for cooking,cooking,cook,VERB,UCONN
starch,bleaching,bleaching,bleach,VERB,UCONN
door,used to open rooms,used,use,VERB,UCONN
door,used to open rooms,open,open,VERB,UCONN
door,used to open rooms,rooms,room,NOUN,UCONN
door,used to close rooms,used,use,VERB,UCONN
door,used to close rooms,close,close,VERB,UCONN
door,used to close rooms,rooms,room,NOUN,UCONN
receptionist,a person who answers the phone at a job,person,person,NOUN,UCONN
receptionist,a person who answers the phone at a job,answers,answer,NOUN,UCONN
receptionist,a person who answers the phone at a job,phone,phone,NOUN,UCONN
receptionist,a person who answers the phone at a job,job,job,NOUN,UCONN
postcard,used to communicate with people who live away from you,used,use,VERB,UCONN
postcard,used to communicate with people who live away from you,communicate,communicate,VERB,UCONN
postcard,used to communicate with people who live away from you,people,people,NOUN,UCONN
postcard,used to communicate with people who live away from you,live,live,VERB,UCONN
postcard,used to communicate with people who live away from you,away,away,ADV,UCONN
sideburns,the hair on the side of someone's face,hair,hair,NOUN,UCONN
sideburns,the hair on the side of someone's face,side,side,NOUN,UCONN
sideburns,the hair on the side of someone's face,face,face,NOUN,UCONN
whisker,helps cats sense what they can fit into,helps,help,VERB,UCONN
whisker,helps cats sense what they can fit into,cats,cat,NOUN,UCONN
whisker,helps cats sense what they can fit into,sense,sense,VERB,UCONN
whisker,helps cats sense what they can fit into,can,can,AUX,UCONN
whisker,helps cats sense what they can fit into,fit,fit,VERB,UCONN
whisker,help animals sense their surroundings in general,help,help,VERB,UCONN
whisker,help animals sense their surroundings in general,animals,animal,NOUN,UCONN
whisker,help animals sense their surroundings in general,sense,sense,VERB,UCONN
whisker,help animals sense their surroundings in general,surroundings,surroundings,NOUN,UCONN
whisker,help animals sense their surroundings in general,general,general,ADJ,UCONN
tabloid,used to store medication in,used,use,VERB,UCONN
tabloid,used to store medication in,store,store,VERB,UCONN
tabloid,used to store medication in,medication,medicate,VERB,UCONN
jersey,an item of clothing,item,item,NOUN,UCONN
jersey,an item of clothing,clothing,clothing,NOUN,UCONN
jersey,a state,state,state,NOUN,UCONN
robber,someone who steals,someone,someone,PRON,UCONN
robber,someone who steals,steals,steal,VERB,UCONN
crouton,hardened bread used in salads,hardened,harden,VERB,UCONN
crouton,hardened bread used in salads,bread,bread,NOUN,UCONN
crouton,hardened bread used in salads,used,use,VERB,UCONN
crouton,hardened bread used in salads,salads,salad,NOUN,UCONN
supervisor,someone who watches over an activity,someone,someone,PRON,UCONN
supervisor,someone who watches over an activity,watches,watch,VERB,UCONN
supervisor,someone who watches over an activity,activity,activity,NOUN,UCONN
sketch,an artists' draft before drawing,artists,artist,NOUN,UCONN
sketch,an artists' draft before drawing,draft,draft,VERB,UCONN
sketch,an artists' draft before drawing,drawing,drawe,VERB,UCONN
sketch,used for construction to plan out building,used,use,VERB,UCONN
sketch,used for construction to plan out building,construction,construct,VERB,UCONN
sketch,used for construction to plan out building,plan,plan,VERB,UCONN
sketch,used for construction to plan out building,building,building,NOUN,UCONN
tickler,someone who tickles other peple,someone,someone,PRON,UCONN
tickler,someone who tickles other peple,tickles,tickle,VERB,UCONN
tickler,someone who tickles other peple,people,people,NOUN,UCONN
shutter,the blinds on a windoe,blinds,blind,NOUN,UCONN
shutter,the blinds on a windoe,window,window,NOUN,UCONN
spices,used to make foods spicy,used,use,VERB,UCONN
spices,used to make foods spicy,make,make,VERB,UCONN
spices,used to make foods spicy,foods,food,NOUN,UCONN
spices,used to make foods spicy,spicy,spicy,ADJ,UCONN
spices,used to give foods more flavours,used,use,VERB,UCONN
spices,used to give foods more flavours,give,give,VERB,UCONN
spices,used to give foods more flavours,foods,food,NOUN,UCONN
spices,used to give foods more flavours,flavors,flavor,VERB,UCONN
squeegee,helps can floors,helps,help,VERB,UCONN
squeegee,helps can floors,can,can,AUX,UCONN
squeegee,helps can floors,floors,floor,NOUN,UCONN
examiner,can examine medical patients,can,can,AUX,UCONN
examiner,can examine medical patients,examine,examine,VERB,UCONN
examiner,can examine medical patients,medical,medical,ADJ,UCONN
examiner,can examine medical patients,patients,patient,NOUN,UCONN
examiner,used in crime scenes to examine the scene,used,use,VERB,UCONN
examiner,used in crime scenes to examine the scene,crime,crime scene,NOUN,UCONN
examiner,used in crime scenes to examine the scene,examine,examine,VERB,UCONN
examiner,used in crime scenes to examine the scene,scene,scene,NOUN,UCONN
mullet,used to hammer nails/bolts,used,use,VERB,UCONN
mullet,used to hammer nails/bolts,hammer,hammer,NOUN,UCONN
mullet,used to hammer nails/bolts,nails,nails,NOUN,UCONN
mullet,used to hammer nails/bolts,bolts,bolt,NOUN,UCONN
mullet,also a hairstyle,also,also,ADV,UCONN
mullet,also a hairstyle,hairstyle,hairstyle,NOUN,UCONN
Wheelchair,used to help disabled people move around,used,use,VERB,UCONN
Wheelchair,used to help disabled people move around,help,help,VERB,UCONN
Wheelchair,used to help disabled people move around,disabled,disable,VERB,UCONN
Wheelchair,used to help disabled people move around,people,people,NOUN,UCONN
Wheelchair,used to help disabled people move around,move,move,VERB,UCONN
Wheelchair,used to help disabled people move around,around,around,ADV,UCONN
tulip,used for decoration,used,use,VERB,UCONN
tulip,used for decoration,decoration,decorate,VERB,UCONN
cleavage,used for breastmilk,used,use,VERB,UCONN
cleavage,used for breastmilk,breast,breast,NOUN,UCONN
cleavage,used for breastmilk,milk,milk,NOUN,UCONN
bulldozer,used to destroy buildings/structures,used,use,VERB,UCONN
bulldozer,used to destroy buildings/structures,destroy,destroy,VERB,UCONN
bulldozer,used to destroy buildings/structures,buildings,building,NOUN,UCONN
bulldozer,used to destroy buildings/structures,structures,structure,NOUN,UCONN
guitarist,used in a concert,used,use,VERB,UCONN
guitarist,used in a concert,concert,concert,NOUN,UCONN
noose,hang yourself,hang,hang,VERB,UCONN
noose,tie something,tie,tie,VERB,UCONN
noose,tie something,something,something,PRON,UCONN
noose,strangle something,strangle,strangle,VERB,UCONN
noose,strangle something,something,something,PRON,UCONN
sand,build a sand castle,build,build,NOUN,UCONN
sand,build a sand castle,sand,sand,NOUN,UCONN
sand,build a sand castle,castle,castle,NOUN,UCONN
sand,turn into glass,turn,turn,VERB,UCONN
sand,turn into glass,glass,glass,NOUN,UCONN
sand,stand on,stand,stand,VERB,UCONN
sand,dig into,dig,dig,VERB,UCONN
clothes,wear,wear,wear,VERB,UCONN
clothes,wash,wash,wash,VERB,UCONN
clothes,dry,dry,dry,VERB,UCONN
clothes,warmth,warmth,warm,NOUN,UCONN
clothes,burn,burn,burn,VERB,UCONN
gynecologist,check the vagina,check,check,VERB,UCONN
gynecologist,check the vagina,vagina,vagina,NOUN,UCONN
buttercup,eat,eat,eat,VERB,UCONN
buttercup,build me up,build,build,VERB,UCONN
buttercup,throw,throw,throw,VERB,UCONN
buttercup,destroy,destroy,destroy,VERB,UCONN
buttercup,make,make,make,VERB,UCONN
quarterback,to make money,make,make,VERB,UCONN
quarterback,to make money,money,money,NOUN,UCONN
quarterback,to make a pass,make,make,VERB,UCONN
quarterback,to make a pass,pass,pass,VERB,UCONN
quarterback,to throw something hard,throw,throw,VERB,UCONN
quarterback,to throw something hard,something,something,PRON,UCONN
quarterback,to throw something hard,hard,hard,ADJ,UCONN
hiker,get directions,get,get,VERB,UCONN
hiker,get directions,directions,direction,NOUN,UCONN
hiker,get hints,get,get,VERB,UCONN
hiker,get hints,hints,hint,NOUN,UCONN
scallop,eat,eat,eat,VERB,UCONN
scallop,use as a pet,use,use,VERB,UCONN
scallop,use as a pet,pet,pet,NOUN,UCONN
cowhide,use as warmth,use,use,VERB,UCONN
cowhide,use as warmth,warmth,warm,VERB,UCONN
cowhide,build something,build,build,VERB,UCONN
cowhide,build something,something,something,PRON,UCONN
cowhide,teepee,tepee,tepee,NOUN,UCONN
nipple,get milk,get,get,VERB,UCONN
nipple,get milk,milk,milk,NOUN,UCONN
aluminum,turn into a ball,turn,turn,VERB,UCONN
aluminum,turn into a ball,ball,ball,NOUN,UCONN
aluminum,use as a water bottle,use,use,VERB,UCONN
aluminum,use as a water bottle,water,water,NOUN,UCONN
aluminum,use as a water bottle,bottle,bottle,NOUN,UCONN
aluminum,use as car pieces,use,use,VERB,UCONN
aluminum,use as car pieces,car,car,NOUN,UCONN
aluminum,use as car pieces,pieces,piece,NOUN,UCONN
aluminum,use as its own in metal form,use,use,VERB,UCONN
aluminum,use as its own in metal form,metal,metal,NOUN,UCONN
aluminum,use as its own in metal form,form,form,NOUN,UCONN
magnet,stick to a wall,stick,stick,VERB,UCONN
magnet,stick to a wall,wall,wall,NOUN,UCONN
magnet,collect things,collect,collect,VERB,UCONN
magnet,collect things,things,thing,NOUN,UCONN
magnet,science,science,science,NOUN,UCONN
schoolwork,fire starter,fire,fire starter,VERB,UCONN
schoolwork,to get a good grade,get,get,VERB,UCONN
schoolwork,to get a good grade,good,good,ADJ,UCONN
schoolwork,to get a good grade,grade,grade,NOUN,UCONN
townspeople,directions,directions,direction,NOUN,UCONN
townspeople,recommendations,recommendations,recommend,VERB,UCONN
townspeople,home\,home,home,ADV,UCONN
pinball,to get points,get,get,VERB,UCONN
pinball,to get points,points,point,NOUN,UCONN
pinball,to have fun,fun,fun,NOUN,UCONN
pinball,to entertain people,entertain,entertain,VERB,UCONN
pinball,to entertain people,people,people,NOUN,UCONN
busman,to clean tables,clean,clean,VERB,UCONN
busman,to clean tables,tables,table,NOUN,UCONN
hostel,to sleep in,sleep,sleep,VERB,UCONN
hostel,meet people,meet,meet,VERB,UCONN
hostel,meet people,people,people,NOUN,UCONN
hostel,be uncomfortable],uncomfortable,uncomfortable,ADJ,UCONN
meteorologist,to get the weather from,get,get,VERB,UCONN
meteorologist,to get the weather from,weather,weather,NOUN,UCONN
knot,to tie your shoe,tie,tie,VERB,UCONN
knot,to tie your shoe,shoe,shoe,NOUN,UCONN
knot,tie,tie,tie,VERB,UCONN
knot,noose,noose,noose,ADV,UCONN
gun,to shoot something,shoot,shoot,VERB,UCONN
gun,to shoot something,something,something,PRON,UCONN
gun,hit someone with,hit,hit,VERB,UCONN
gun,hit someone with,someone,someone,PRON,UCONN
astronaut,to explore space,explore,explore,VERB,UCONN
astronaut,to explore space,space,space,NOUN,UCONN
astronaut,mark us territory,mark,mark,VERB,UCONN
astronaut,mark us territory,us,we,PRON,UCONN
astronaut,mark us territory,territory,territory,NOUN,UCONN
astronaut,make new discoverys,make,make,VERB,UCONN
astronaut,make new discoverys,new,new,ADJ,UCONN
astronaut,make new discoverys,discovery,discover,VERB,UCONN
document,store ,store,store,NOUN,UCONN
wrestler,entertainment,entertainment,entertainment,NOUN,UCONN
tutu,to dance with,dance,dance,VERB,UCONN
tutu,entertain others,entertain,entertain,VERB,UCONN
tutu,entertain others,others,other,NOUN,UCONN
tutu,look good ,look,look,VERB,UCONN
tutu,look good ,good,good,ADJ,UCONN
kale,eat,eat,eat,VERB,UCONN
kale,get healthy,get,get,VERB,UCONN
kale,get healthy,healthy,healthy,ADJ,UCONN
companion,entertain yourself,entertain,entertain,ADJ,UCONN
companion,make a meaningful connectiojn,make,make,VERB,UCONN
companion,make a meaningful connectiojn,meaningful,meaningful,X,UCONN
companion,make a meaningful connectiojn,connection,connect,VERB,UCONN
harness,to contral a pet,control,control,VERB,UCONN
harness,to contral a pet,pet,pet,NOUN,UCONN
harness,hold something back,hold,hold,VERB,UCONN
harness,hold something back,something,something,PRON,UCONN
harness,hold something back,back,back,ADV,UCONN
plaque,to display achievements,display,display,VERB,UCONN
plaque,to display achievements,achievements,achievement,NOUN,UCONN
plaque,as a decoration,decoration,decorate,VERB,UCONN
lens,to see,see,see,VERB,UCONN
lens,to burn stuff when the sun goes through it.,burn,burn,VERB,UCONN
lens,to burn stuff when the sun goes through it.,stuff,stuff,NOUN,UCONN
lens,to burn stuff when the sun goes through it.,sun,sun,NOUN,UCONN
lens,to burn stuff when the sun goes through it.,goes,go,VERB,UCONN
portrait,photography,photography,photography,NOUN,UCONN
portrait,decoration,decoration,decorate,VERB,UCONN
portrait,project,project,project,NOUN,UCONN
portrait,art,art,art,NOUN,UCONN
portrait,craft,craft,craft,NOUN,UCONN
shingles,put on windows,put,put,VERB,UCONN
shingles,put on windows,windows,window,NOUN,UCONN
shingles,minimize light,minimize,minimize,VERB,UCONN
shingles,minimize light,light,light,NOUN,UCONN
thumbnail,hang something up,hang,hang,VERB,UCONN
thumbnail,hang something up,something,something,PRON,UCONN
mouthwash,clean mouth,clean,clean,VERB,UCONN
mouthwash,clean mouth,mouth,mouth,NOUN,UCONN
scallion,cooking,cooking,cook,VERB,UCONN
scallion,consumption,consumption,consume,VERB,UCONN
pigtail,hair style,hair,hair,NOUN,UCONN
pigtail,hair style,style,style,NOUN,UCONN
marksman,hunting,hunting,hunt,VERB,UCONN
marksman,shooting,shooting,shoot,VERB,UCONN
nameplate,decoration,decoration,decorate,VERB,UCONN
nail,hanging things up,hanging,hang,VERB,UCONN
nail,hanging things up,things,thing,NOUN,UCONN
nail,putting two objects together,putting,put,VERB,UCONN
nail,putting two objects together,two,two,NUM,UCONN
nail,putting two objects together,objects,object,VERB,UCONN
nail,putting two objects together,together,together,ADV,UCONN
pimento,cooking,cooking,cook,VERB,UCONN
pimento,consumption,consumption,consume,VERB,UCONN
bookend,hold books upright,hold,hold,VERB,UCONN
bookend,hold books upright,books,book,NOUN,UCONN
bookend,hold books upright,upright,upright,INTJ,UCONN
jukebox,play music,play,play,VERB,UCONN
jukebox,play music,music,music,NOUN,UCONN
jukebox,decoration,decoration,decorate,VERB,UCONN
iron,iron clothing,iron,iron,VERB,UCONN
iron,iron clothing,clothing,clothing,NOUN,UCONN
iron,surface for objects,surface,surface,NOUN,UCONN
iron,surface for objects,objects,object,VERB,UCONN
bank,hold money,hold,hold,VERB,UCONN
bank,hold money,money,money,NOUN,UCONN
bank,withdraw money,withdraw,withdraw,VERB,UCONN
bank,withdraw money,money,money,NOUN,UCONN
headset,listen to audio,listen,listen,VERB,UCONN
headset,listen to audio,audio,audio,INTJ,UCONN
bamboo,consumption for animals,consumption,consume,VERB,UCONN
bamboo,consumption for animals,animals,animal,NOUN,UCONN
bamboo,usage for humans,usage,usage,NOUN,UCONN
bamboo,usage for humans,humans,human,NOUN,UCONN
punchbowl,hold liquids,hold,hold,VERB,UCONN
punchbowl,hold liquids,liquids,liquid,NOUN,UCONN
punchbowl,decoration,decoration,decorate,VERB,UCONN
punchbowl,hold objects,hold,hold,VERB,UCONN
punchbowl,hold objects,objects,object,VERB,UCONN
punchbowl,hold foods,hold,hold,VERB,UCONN
punchbowl,hold foods,foods,food,NOUN,UCONN
undercoat,keep someone warm,keep,keep,VERB,UCONN
undercoat,keep someone warm,someone,someone,PRON,UCONN
undercoat,keep someone warm,warm,warm,VERB,UCONN
undercoat,fashion,fashion,fashion,NOUN,UCONN
brisket,consumption,consumption,consume,VERB,UCONN
brisket,cooking,cooking,cook,VERB,UCONN
photograph,decoration,decoration,decorate,VERB,UCONN
photograph,craft,craft,craft,NOUN,UCONN
photograph,art,art,art,NOUN,UCONN
photograph,projects,projects,project,NOUN,UCONN
baby,start a family,start,start,VERB,UCONN
baby,start a family,family,family,NOUN,UCONN
baby,care for,care,care,VERB,UCONN
crotch,urinate,urinate,urinate,VERB,UCONN
homemaker,to keep a home clean,keep,keep,VERB,UCONN
homemaker,to keep a home clean,home,home,ADV,UCONN
homemaker,to keep a home clean,clean,clean,VERB,UCONN
homemaker,to keep a home safe,keep,keep,VERB,UCONN
homemaker,to keep a home safe,home,home,ADV,UCONN
homemaker,to keep a home safe,safe,safe,VERB,UCONN
ketchup,cooking,cooking,cook,VERB,UCONN
ketchup,consumption,consumption,consume,VERB,UCONN
foodstuff,consumption,consumption,consume,VERB,UCONN
foodstuff,cooking,cooking,cook,VERB,UCONN
mop,cleaning,cleaning,clean,VERB,UCONN
clergy,conduct religious services,conduct,conduct,VERB,UCONN
clergy,conduct religious services,religious,religious,ADJ,UCONN
clergy,conduct religious services,services,service,NOUN,UCONN
nun,conduct religious services,conduct,conduct,VERB,UCONN
nun,conduct religious services,religious,religious,ADJ,UCONN
nun,conduct religious services,services,service,NOUN,UCONN
nun,represent the church,represent,represent,VERB,UCONN
nun,represent the church,church,church,NOUN,UCONN
pumpkin,decoration,decoration,decorate,VERB,UCONN
pumpkin,carving,carving,carve,VERB,UCONN
pumpkin,painting,painting,paint,VERB,UCONN
pumpkin,craft,craft,craft,VERB,UCONN
costumer,to buy things,buy,buy,VERB,UCONN
costumer,to buy things,things,thing,NOUN,UCONN
pulp,eat,eat,eat,VERB,UCONN
pulp,drink,drink,drink,VERB,UCONN
pulp,throw up,throw,throw,VERB,UCONN
pulp,throw out,throw,throw,VERB,UCONN
pulp,take out,take,take,VERB,UCONN
pulp,pick,pick,pick,VERB,UCONN
pulp,swallow,swallow,swallow,VERB,UCONN
straightedge,measure,measure,measure,VERB,UCONN
straightedge,draw,draw,dree,VERB,UCONN
straightedge,write,write,write,VERB,UCONN
straightedge,whip,whip,whip,VERB,UCONN
straightedge,hit,hit,hit,VERB,UCONN
straightedge,step on,step,step on,VERB,UCONN
handbrake,stop,stop,stop,VERB,UCONN
handbrake,pull,pull,pull,VERB,UCONN
aircraftsman,fly,fly,fly,VERB,UCONN
aircraftsman,play,play,play,VERB,UCONN
mother,take care of,take,take,VERB,UCONN
mother,take care of,care,care,VERB,UCONN
mother,feed,feed,feed,VERB,UCONN
mother,laugh,laugh,laugh,VERB,UCONN
temple,pray,pray,pray,VERB,UCONN
temple,eat,eat,eat,VERB,UCONN
temple,perform religious acts,perform,perform,VERB,UCONN
temple,perform religious acts,religious,religious,ADJ,UCONN
temple,perform religious acts,acts,act,NOUN,UCONN
temple,listen,listen,listen,VERB,UCONN
temple,part of head,part,part,NOUN,UCONN
temple,part of head,head,head,NOUN,UCONN
coachman,listen to,listen,listen,VERB,UCONN
coachman,talk to,talk,talk,VERB,UCONN
coachman,play for,play,play,VERB,UCONN
bullfighter,watch,watch,watch,VERB,UCONN
bullfighter,use,use,use,VERB,UCONN
bullfighter,ride,ride,ride,VERB,UCONN
tomato,eat,eat,eat,VERB,UCONN
tomato,squish,squish,squish,VERB,UCONN
tomato,step on,step,step on,VERB,UCONN
tomato,throw,throw,throw,VERB,UCONN
tomato,drink,drink,drink,VERB,UCONN
tomato,smash,smash,smash,VERB,UCONN
tomato,squeeze,squeeze,squeeze,VERB,UCONN
tomato,pick,pick,pick,VERB,UCONN
cola,drink,drink,drink,VERB,UCONN
cola,coke,coke,coke,NOUN,UCONN
cola,pour out,pour,pour,VERB,UCONN
gentleman,talk,talk,talk,VERB,UCONN
gentleman,hang out with,hang,hang,VERB,UCONN
gentleman,compliment,compliment,compliment,VERB,UCONN
gentleman,smile,smile,smile,VERB,UCONN
gentleman,thanks,thanks,thank,VERB,UCONN
camel,ride,ride,ride,VERB,UCONN
camel,touch,touch,touch,VERB,UCONN
camel,feed,feed,feed,VERB,UCONN
camel,play with,play,play,VERB,UCONN
camel,look at,look,look,VERB,UCONN
camel,take pictures,take,take,VERB,UCONN
camel,take pictures,pictures,picture,VERB,UCONN
camel,care for,care,care,VERB,UCONN
outfielder,watch,watch,watch,VERB,UCONN
outfielder,play catch with,play,play,VERB,UCONN
outfielder,play catch with,catch,catch,VERB,UCONN
outfielder,throw,throw,throw,VERB,UCONN
loudspeaker,talk,talk,talk,VERB,UCONN
loudspeaker,yell,yell,yell,VERB,UCONN
loudspeaker,scream,scream,scream,VERB,UCONN
loudspeaker,announce,announce,announce,VERB,UCONN
towel,dry,dry,dry,VERB,UCONN
towel,wipe,wipe,wipe,VERB,UCONN
towel,clean,clean,clean,VERB,UCONN
towel,lay down,lay,lay,VERB,UCONN
swimsuit,wear,wear,wear,VERB,UCONN
swimsuit,clean,clean,clean,VERB,UCONN
swimsuit,wash,wash,wash,VERB,UCONN
swimsuit,tan,tan,tan,VERB,UCONN
swimsuit,buy,buy,buy,VERB,UCONN
swimsuit,sell,sell,sell,VERB,UCONN
nursemaid,pay,pay,pay,VERB,UCONN
nursemaid,talk,talk,talk,VERB,UCONN
nursemaid,listen,listen,listen,VERB,UCONN
rice,eat,eat,eat,VERB,UCONN
rice,cook,cook,cake,VERB,UCONN
rice,pick,pick,pick,VERB,UCONN
rice,pour,pour,pour,VERB,UCONN
rice,step on,step,step on,VERB,UCONN
pup,play with,play,play,VERB,UCONN
pup,talk to,talk,talk,VERB,UCONN
pup,feed,feed,feed,VERB,UCONN
pup,cuddle,cuddle,cuddle,VERB,UCONN
pup,walk,walk,walk,VERB,UCONN
pup,pet,pet,pet,VERB,UCONN
ingredient,use,use,use,VERB,UCONN
ingredient,cook,cook,cake,VERB,UCONN
ingredient,mix,mix,mix,VERB,UCONN
ingredient,add in,add,add,VERB,UCONN
ingredient,pour,pour,pour,VERB,UCONN
protester,listen,listen,listen,VERB,UCONN
protester,talk,talk,talk,VERB,UCONN
protester,join,join,join,VERB,UCONN
protester,read,read,read,VERB,UCONN
wheat,pick,pick,pick,VERB,UCONN
wheat,wheat,wheat,wheat,X,UCONN
wheat,eat,eat,eat,VERB,UCONN
wheat,drink,drink,drink,VERB,UCONN
stationmaster,talk,talk,talk,VERB,UCONN
stationmaster,listen,listen,listen,VERB,UCONN
mantelpiece,watch,watch,watch,VERB,UCONN
mantelpiece,clean,clean,clean,VERB,UCONN
mantelpiece,look at,look,look,VERB,UCONN
mantelpiece,touch,touch,touch,VERB,UCONN
sea,swim,swim,swim,VERB,UCONN
sea,splash,splash,splash,VERB,UCONN
sea,tan,tan,tan,VERB,UCONN
sea,go in,go,go,VERB,UCONN
sea,look,look,look,VERB,UCONN
sea,watch,watch,watch,VERB,UCONN
sea,observe,observe,observe,VERB,UCONN
sea,play,play,play,VERB,UCONN
sea,take pictures,take,take,VERB,UCONN
sea,take pictures,pictures,picture,VERB,UCONN
cucumber,eat,eat,eat,VERB,UCONN
cucumber,drink,drink,drink,VERB,UCONN
cucumber,cut,cut,cut,VERB,UCONN
cucumber,mix,mix,mix,VERB,UCONN
greens,wear,wear,wear,VERB,UCONN
greens,eat,eat,eat,VERB,UCONN
greens,paint,paint,paint,VERB,UCONN
rubber,touch,touch,touch,VERB,UCONN
rubber,wear,wear,wear,VERB,UCONN
rubber,rub,rub,rub,VERB,UCONN
sod,touch,touch,touch,VERB,UCONN
hill,walk,walk,walk,VERB,UCONN
hill,run,run,run,VERB,UCONN
hill,tread,tread,tread,VERB,UCONN
hill,explore,explore,explore,VERB,UCONN
projector,film,film,film,VERB,UCONN
projector,presentation,presentation,present,VERB,UCONN
basketball,competition,competition,compete,VERB,UCONN
basketball,practice,practice,practice,VERB,UCONN
cosmetics,improve appearance,improve,improve,VERB,UCONN
cosmetics,improve appearance,appearance,appearance,NOUN,UCONN
gooseberry,wine,wine,wine,NOUN,UCONN
lubricant,dryness,dryness,dryness,NOUN,UCONN
Platform,speech,speech,speech,NOUN,UCONN
banknote,pay,pay,pay,VERB,UCONN
fishpond,keep the fish,keep,keep,VERB,UCONN
