Username,Condition.Description,Stimuli.Cue,Procedure.Item,affordance_parsed,word,lemma,POS,Group
M20303409AL,Version 77,jukebox,2284,kick it,kick,kick,VERB,MSU-TEXAS
M20303409AL,Version 77,jukebox,2284,spin it,spin,spin,VERB,MSU-TEXAS
M20303409AL,Version 77,bamboo,2295,eat it,eat,eat,VERB,MSU-TEXAS
M20303409AL,Version 77,bamboo,2295,use it as a sword,use,use,VERB,MSU-TEXAS
M20303409AL,Version 77,bamboo,2295,use it as a sword,sword,sword,VERB,MSU-TEXAS
M20303409AL,Version 77,bamboo,2295,decoration,decoration,decorate,VERB,MSU-TEXAS
M20303409AL,Version 77,bamboo,2295,feed it to pandas,feed,feed,VERB,MSU-TEXAS
M20303409AL,Version 77,bamboo,2295,feed it to pandas,pandas,panda,NOUN,MSU-TEXAS
M20303409AL,Version 77,thumbnail,2285,get attention,get,get,VERB,MSU-TEXAS
M20303409AL,Version 77,thumbnail,2285,get attention,attention,attention,VERB,MSU-TEXAS
M20303409AL,Version 77,thumbnail,2285,gather others,gather,gather,VERB,MSU-TEXAS
M20303409AL,Version 77,thumbnail,2285,gather others,others,other,NOUN,MSU-TEXAS
M20303409AL,Version 77,shingles,2289,roof covering,roof,roof,VERB,MSU-TEXAS
M20303409AL,Version 77,shingles,2289,roof covering,covering,cover,VERB,MSU-TEXAS
M20303409AL,Version 77,shingles,2289,shield,shield,shield,VERB,MSU-TEXAS
M20303409AL,Version 77,homemaker,2286,appreciate them,appreciate,appreciate,VERB,MSU-TEXAS
M20303409AL,Version 77,homemaker,2286,thank them,thank,thank,VERB,MSU-TEXAS
M20303409AL,Version 77,homemaker,2286,love them,love,love,NOUN,MSU-TEXAS
M20303409AL,Version 77,homemaker,2286,talk to them,talk,talk,VERB,MSU-TEXAS
M20303409AL,Version 77,bookend,2302,hold books,hold,hold,VERB,MSU-TEXAS
M20303409AL,Version 77,bookend,2302,hold books,books,book,NOUN,MSU-TEXAS
M20303409AL,Version 77,bookend,2302,hold pictures,hold,hold,VERB,MSU-TEXAS
M20303409AL,Version 77,bookend,2302,hold pictures,pictures,picture,NOUN,MSU-TEXAS
M20303409AL,Version 77,bookend,2302,hold cd's,hold,hold,VERB,MSU-TEXAS
M20303409AL,Version 77,bookend,2302,store photo's,store,store,VERB,MSU-TEXAS
M20303614andAM,Version 67,footwear,2006,walk,walk,walk,VERB,MSU-TEXAS
M20303614andAM,Version 67,footwear,2006,run,run,run,VERB,MSU-TEXAS
M20303614andAM,Version 67,footwear,2006,jog,jog,jog,VERB,MSU-TEXAS
M20303614andAM,Version 67,footwear,2006,stomp,stomp,stomp,VERB,MSU-TEXAS
M20303614andAM,Version 67,footwear,2006,tie,tie,tie,VERB,MSU-TEXAS
M20303614andAM,Version 67,milk,2002,drink,drink,drink,VERB,MSU-TEXAS
M20303614andAM,Version 67,milk,2002,cook,cook,cake,VERB,MSU-TEXAS
M20303614andAM,Version 67,milk,2002,create,create,create,VERB,MSU-TEXAS
M20303614andAM,Version 67,shoulder,1999,relax,relax,relax,VERB,MSU-TEXAS
M20303614andAM,Version 67,shoulder,1999,tense,tense,tense,VERB,MSU-TEXAS
M20303614andAM,Version 67,shoulder,1999,shrug,shrug,shrug,VERB,MSU-TEXAS
M20303614andAM,Version 67,shoulder,1999,lift,lift,lift,VERB,MSU-TEXAS
M20303614andAM,Version 67,magnolia,1992,plant,plant,plant,VERB,MSU-TEXAS
M20303614andAM,Version 67,magnolia,1992,grow,grow,grow,VERB,MSU-TEXAS
M20303614andAM,Version 67,magnolia,1992,decorate,decorate,decorate,VERB,MSU-TEXAS
M20303614andAM,Version 67,magnolia,1992,breath,breath,breathe,VERB,MSU-TEXAS
M20303614andAM,Version 67,peg,1996,clip,clip,clip,VERB,MSU-TEXAS
M20303614andAM,Version 67,peg,1996,hang,hang,hang,VERB,MSU-TEXAS
M20303614andAM,Version 67,hairdo,1984,ponytail,ponytail,ponytail,NOUN,MSU-TEXAS
M20303614andAM,Version 67,hairdo,1984,straighten,straighten,straighten,VERB,MSU-TEXAS
M20303614andAM,Version 67,hairdo,1984,style,style,style,VERB,MSU-TEXAS
M20303614andAM,Version 67,hairdo,1984,wash,wash,wash,VERB,MSU-TEXAS
M20303614andAM,Version 67,hairdo,1984,dry,dry,dry,ADJ,MSU-TEXAS
M20303614andAM,Version 67,hairdo,1984,curl,curl,curl,VERB,MSU-TEXAS
M20303614andAM,Version 67,crane,1986,build,build,build,VERB,MSU-TEXAS
M20303614andAM,Version 67,medics,2009,protect,protect,protect,VERB,MSU-TEXAS
M20303614andAM,Version 67,medics,2009,heal,heal,heal,VERB,MSU-TEXAS
M20303614andAM,Version 67,medics,2009,save,save,save,VERB,MSU-TEXAS
M20303614andAM,Version 67,medics,2009,perform,perform,perform,VERB,MSU-TEXAS
M20303614andAM,Version 67,medics,2009,emergency ,emergency,emergency,NOUN,MSU-TEXAS
M20303614andAM,Version 67,tableware,1998,eat,eat,eat,VERB,MSU-TEXAS
M20303614andAM,Version 67,tableware,1998,scoop,scoop,scoop,VERB,MSU-TEXAS
M20303614andAM,Version 67,tableware,1998,poke,poke,poke,VERB,MSU-TEXAS
M20303614andAM,Version 67,tableware,1998,stab,stab,stab,VERB,MSU-TEXAS
M20303614andAM,Version 67,tableware,1998,gather,gather,gather,VERB,MSU-TEXAS
M20303614andAM,Version 67,tableware,1998,cut,cut,cut,VERB,MSU-TEXAS
M20303614andAM,Version 67,tableware,1998,twirl,twirl,twirl,VERB,MSU-TEXAS
M20303614andAM,Version 67,female,1995,nurture ,nurture,nurture,VERB,MSU-TEXAS
M20303614andAM,Version 67,editor,1994,type,type,type,VERB,MSU-TEXAS
M20303614andAM,Version 67,pizza,1991,eat,eat,eat,VERB,MSU-TEXAS
M20303614andAM,Version 67,pizza,1991,cook,cook,cake,VERB,MSU-TEXAS
M20303614andAM,Version 67,pizza,1991,toss,toss,toss,VERB,MSU-TEXAS
M20303614andAM,Version 67,pizza,1991,flip,flip,flip,VERB,MSU-TEXAS
M20303614andAM,Version 67,volleyball,2004,hit,hit,hit,VERB,MSU-TEXAS
M20303614andAM,Version 67,volleyball,2004,set,set,set,VERB,MSU-TEXAS
M20303614andAM,Version 67,volleyball,2004,slap,slap,slap,VERB,MSU-TEXAS
M20303614andAM,Version 67,volleyball,2004,toss,toss,toss,VERB,MSU-TEXAS
M20303614andAM,Version 67,shopkeeper,2011,stock,stock,stock,VERB,MSU-TEXAS
M20303614andAM,Version 67,shopkeeper,2011,wear,wear,wear,VERB,MSU-TEXAS
M20303614andAM,Version 67,leg,1982,walk,walk,walk,VERB,MSU-TEXAS
M20303614andAM,Version 67,leg,1982,bend,bend,bend,VERB,MSU-TEXAS
M20303614andAM,Version 67,leg,1982,stretch,stretch,stretch,VERB,MSU-TEXAS
M20303614andAM,Version 67,leg,1982,jump,jump,jump,VERB,MSU-TEXAS
M20303614andAM,Version 67,road,1988,drive,drive,drive,VERB,MSU-TEXAS
M20303614andAM,Version 67,road,1988,walk,walk,walk,VERB,MSU-TEXAS
M20303614andAM,Version 67,road,1988,jog,jog,jog,VERB,MSU-TEXAS
M20303614andAM,Version 67,road,1988,run,run,run,VERB,MSU-TEXAS
M20303614andAM,Version 67,road,1988,direct,direct,direct,ADJ,MSU-TEXAS
M20303614andAM,Version 67,doorstop,1997,walk on,walk,walk,VERB,MSU-TEXAS
M20303614andAM,Version 67,doorstop,1997,step on,step,step on,VERB,MSU-TEXAS
M20303614andAM,Version 67,doorstop,1997,decorate,decorate,decorate,VERB,MSU-TEXAS
M20303614andAM,Version 67,nightclub,1989,drink,drink,drink,VERB,MSU-TEXAS
M20303614andAM,Version 67,nightclub,1989,party,party,party,VERB,MSU-TEXAS
M20303614andAM,Version 67,nightclub,1989,dance,dance,dance,VERB,MSU-TEXAS
M20303614andAM,Version 67,nightclub,1989,socialize,socialize,socialize,VERB,MSU-TEXAS
M20303614andAM,Version 67,nightclub,1989,sing,sing,se,VERB,MSU-TEXAS
M20303614andAM,Version 67,catalogue,2010,communicate,communicate,communicate,ADJ,MSU-TEXAS
M20303614andAM,Version 67,catalogue,2010,discuss,discuss,discuss,VERB,MSU-TEXAS
M20303614andAM,Version 67,catalogue,2010,talk,talk,talk,VERB,MSU-TEXAS
M20303614andAM,Version 67,street,1993,walk,walk,walk,VERB,MSU-TEXAS
M20303614andAM,Version 67,street,1993,jog,jog,jog,VERB,MSU-TEXAS
M20303614andAM,Version 67,street,1993,drive,drive,drive,VERB,MSU-TEXAS
M20303614andAM,Version 67,street,1993,race,race,race,VERB,MSU-TEXAS
M20303614andAM,Version 67,whiskey,2001,drink,drink,drink,VERB,MSU-TEXAS
M20303614andAM,Version 67,whiskey,2001,slurp,slurp,slurp,VERB,MSU-TEXAS
M20303614andAM,Version 67,whiskey,2001,chug,chug,chug,VERB,MSU-TEXAS
M20303614andAM,Version 67,spacesuit,1990,fashion,fashion,fashion,NOUN,MSU-TEXAS
M20303614andAM,Version 67,spacesuit,1990,wear,wear,wear,VERB,MSU-TEXAS
M20303614andAM,Version 67,spacesuit,1990,space,space,space,NOUN,MSU-TEXAS
M20303614andAM,Version 67,skeleton,2008,bones,bones,bone,NOUN,MSU-TEXAS
M20303614andAM,Version 67,skeleton,2008,walk,walk,walk,VERB,MSU-TEXAS
M20303614andAM,Version 67,skeleton,2008,protect,protect,protect,VERB,MSU-TEXAS
M20303614andAM,Version 67,tartar,2000,sauce,sauce,sauce,NOUN,MSU-TEXAS
M20303614andAM,Version 67,tartar,2000,eat,eat,eat,VERB,MSU-TEXAS
M20303828_BRA,Version 72,freezer,2159,makes things cold,makes,make,VERB,MSU-TEXAS
M20303828_BRA,Version 72,freezer,2159,makes things cold,things,thing,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,freezer,2159,makes things cold,cold,cold,ADJ,MSU-TEXAS
M20303828_BRA,Version 72,golf,2145,play with friends,play,play,VERB,MSU-TEXAS
M20303828_BRA,Version 72,golf,2145,play with friends,friends,friend,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,golf,2145,sport,sport,sport,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,broomstick,2132,clean,clean,clean,VERB,MSU-TEXAS
M20303828_BRA,Version 72,blowpipe,2133,make noise,make,make,VERB,MSU-TEXAS
M20303828_BRA,Version 72,blowpipe,2133,make noise,noise,noise,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,dominoes,2137,game,game,game,VERB,MSU-TEXAS
M20303828_BRA,Version 72,dominoes,2137,activity,activity,activity,VERB,MSU-TEXAS
M20303828_BRA,Version 72,thong,2156,female clothing,female,female,ADJ,MSU-TEXAS
M20303828_BRA,Version 72,thong,2156,female clothing,clothing,clothes,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,water,2134,drink,drink,drink,VERB,MSU-TEXAS
M20303828_BRA,Version 72,hardcover,2154,protection,protection,protect,VERB,MSU-TEXAS
M20303828_BRA,Version 72,planter,2136,plant flowers,plant,plant,VERB,MSU-TEXAS
M20303828_BRA,Version 72,planter,2136,plant flowers,flowers,flower,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,potty,2141,use the restroom,use,use,VERB,MSU-TEXAS
M20303828_BRA,Version 72,potty,2141,use the restroom,restroom,restroom,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,clothing,2158,make you warm,make,make,VERB,MSU-TEXAS
M20303828_BRA,Version 72,clothing,2158,make you warm,warm,warm,VERB,MSU-TEXAS
M20303828_BRA,Version 72,hood,2144,makes your head warm,makes,make,VERB,MSU-TEXAS
M20303828_BRA,Version 72,hood,2144,makes your head warm,head,head,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,hood,2144,makes your head warm,warm,warm,VERB,MSU-TEXAS
M20303828_BRA,Version 72,chocolate,2135,eat,eat,eat,VERB,MSU-TEXAS
M20303828_BRA,Version 72,chocolate,2135,mix,mix,mix,VERB,MSU-TEXAS
M20303828_BRA,Version 72,jawbreaker,2160,eat,eat,eat,VERB,MSU-TEXAS
M20303828_BRA,Version 72,driver,2146,driving a car,driving,drive,VERB,MSU-TEXAS
M20303828_BRA,Version 72,driver,2146,driving a car,car,car,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,raspberry,2153,eat,eat,eat,VERB,MSU-TEXAS
M20303828_BRA,Version 72,manuscript,2151,read,read,read,VERB,MSU-TEXAS
M20303828_BRA,Version 72,scissors,2150,cut,cut,cut,VERB,MSU-TEXAS
M20303828_BRA,Version 72,deodorant,2161,make you smell good,make,make,VERB,MSU-TEXAS
M20303828_BRA,Version 72,deodorant,2161,make you smell good,smell,smell,VERB,MSU-TEXAS
M20303828_BRA,Version 72,deodorant,2161,make you smell good,good,good,ADJ,MSU-TEXAS
M20303828_BRA,Version 72,chimney,2139,fire place,fire,fire,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,chimney,2139,fire place,place,place,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,chimney,2139,santa,santa,santa,NOUN,MSU-TEXAS
M20303828_BRA,Version 72,loaf,2142,small,small,small,ADJ,MSU-TEXAS
M20303828_BRA,Version 72,diagram,2149,shape,shape,shape,VERB,MSU-TEXAS
M20303828_BRA,Version 72,councilman,2155,importanat,important,important,ADJ,MSU-TEXAS
M20303828_BRA,Version 72,baseboard,2138,write,write,write,VERB,MSU-TEXAS
M20303828_BRA,Version 72,baseboard,2138,read,read,read,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put over wound,put,put,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put over wound,wound,wound,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put over paper cut,put,put,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put over paper cut,paper,paper,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put over paper cut,cut,cut,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,use it as tape,use,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,use it as tape,tape,tape,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put in on to prevent infection,put,put,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put in on to prevent infection,prevent,prevent,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bandage,1557,put in on to prevent infection,infection,infection,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,sew things,sew,sew,VERB,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,sew things,things,thing,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,fix clothing,fix,fix,VERB,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,fix clothing,clothing,clothes,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,create clothing,create,create,VERB,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,create clothing,clothing,clothes,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,sew anything that uses fabric,sew,sew,VERB,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,sew anything that uses fabric,anything,anything,PRON,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,sew anything that uses fabric,uses,use,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,seamstress,1538,sew anything that uses fabric,fabric,fabric,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store food,store,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store food,food,food,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store drinks,store,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store drinks,drinks,drink,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store various household items,store,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store various household items,various,various,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store various household items,household,household,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,store various household items,items,item,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,use it as a bowl,use,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,container,1536,use it as a bowl,bowl,bowl,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,apparel,1551,wear it,wear,wear,VERB,MSU-TEXAS
M20303990_EMC,Version 52,apparel,1551,make it,make,make,VERB,MSU-TEXAS
M20303990_EMC,Version 52,apparel,1551,sell it ,sell,sell,VERB,MSU-TEXAS
M20303990_EMC,Version 52,grave,1549,to mark the burial of a dead person,mark,mark,VERB,MSU-TEXAS
M20303990_EMC,Version 52,grave,1549,to mark the burial of a dead person,burial,bury,VERB,MSU-TEXAS
M20303990_EMC,Version 52,grave,1549,to mark the burial of a dead person,dead,dead,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,grave,1549,to mark the burial of a dead person,person,person,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,give directions,give,give,VERB,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,give directions,directions,direct,VERB,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,communicate with people on the plane,communicate,communicate,VERB,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,communicate with people on the plane,people,people,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,communicate with people on the plane,plane,plane,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,relay messages to pilot,relay,relay,VERB,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,relay messages to pilot,messages,message,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,relay messages to pilot,pilot,pilot,VERB,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,assist pilot,assist,assist,VERB,MSU-TEXAS
M20303990_EMC,Version 52,copilot,1534,assist pilot,pilot,pilot,VERB,MSU-TEXAS
M20303990_EMC,Version 52,motorcyclist,1540,drives motorcycle,drives,drive,VERB,MSU-TEXAS
M20303990_EMC,Version 52,motorcyclist,1540,drives motorcycle,motorcycle,motorcycle,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,motorcyclist,1540,races with a motorcycle ,races,race,VERB,MSU-TEXAS
M20303990_EMC,Version 52,motorcyclist,1540,races with a motorcycle ,motorcycle,motorcycle,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,make them,make,make,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,pottery,pottery,pottery,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,store food,store,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,store food,food,food,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,you can eat food out of it,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,you can eat food out of it,eat,eat,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,you can eat food out of it,food,food,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,drink a beverage out of one,drink,drink,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,drink a beverage out of one,beverage,beverage,PROPN,MSU-TEXAS
M20303990_EMC,Version 52,ceramics,1546,drink a beverage out of one,one,one,NUM,MSU-TEXAS
M20303990_EMC,Version 52,mace,1552,protection,protection,protect,VERB,MSU-TEXAS
M20303990_EMC,Version 52,mace,1552,police use it,police,police,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,mace,1552,police use it,use,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,mace,1552,it can be sprayed ,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,mace,1552,it can be sprayed ,sprayed,spray,VERB,MSU-TEXAS
M20303990_EMC,Version 52,olive,1545,eaten,eaten,eat,VERB,MSU-TEXAS
M20303990_EMC,Version 52,olive,1545,cooked with,cooked,cook,VERB,MSU-TEXAS
M20303990_EMC,Version 52,olive,1545,chopped up,chopped,chop,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,keeps books,keeps,keep,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,keeps books,books,book,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,makes sure all books are returned,makes,make,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,makes sure all books are returned,sure,sure,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,makes sure all books are returned,books,book,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,makes sure all books are returned,returned,return,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,keep books organized,keep,keep,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,keep books organized,books,book,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bookkeeper,1548,keep books organized,organized,organize,VERB,MSU-TEXAS
M20303990_EMC,Version 52,clove,1561,cooked with,cooked,cook,VERB,MSU-TEXAS
M20303990_EMC,Version 52,clove,1561,eaten,eaten,eat,VERB,MSU-TEXAS
M20303990_EMC,Version 52,clove,1561,used for luck,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,clove,1561,used for luck,luck,luck,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bluefish,1544,swims,swims,swim,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bluefish,1544,dives,dives,dive,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bluefish,1544,eats,eats,eat,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bluefish,1544,can be eaten,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,bluefish,1544,can be eaten,eaten,eat,VERB,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,carry a dead person,carry,carry,VERB,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,carry a dead person,dead,dead,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,carry a dead person,person,person,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,can be used to bury a dead person,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,can be used to bury a dead person,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,can be used to bury a dead person,bury,bury,VERB,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,can be used to bury a dead person,dead,dead,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,can be used to bury a dead person,person,person,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,can be bought,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,casket,1539,can be bought,bought,buy,VERB,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,can be used to punch,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,can be used to punch,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,can be used to punch,punch,punch,VERB,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,help protect our hands,help,help,VERB,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,help protect our hands,protect,protect,VERB,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,help protect our hands,hands,hand,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,can be popped ,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,knuckles,1554,can be popped ,popped,pop,VERB,MSU-TEXAS
M20303990_EMC,Version 52,cab,1553,takes people places,takes,take,VERB,MSU-TEXAS
M20303990_EMC,Version 52,cab,1553,takes people places,people,people,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,cab,1553,takes people places,places,place,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,cab,1553,can be driven,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,cab,1553,can be driven,driven,drive,VERB,MSU-TEXAS
M20303990_EMC,Version 52,cab,1553,can be cleaned,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,cab,1553,can be cleaned,cleaned,clean,VERB,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,wash people hair,wash,wash,VERB,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,wash people hair,people,people,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,wash people hair,hair,hair,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,wash animal hair,wash,wash,VERB,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,wash animal hair,animal,animal,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,wash animal hair,hair,hair,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,stored in bottle,stored,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,stored in bottle,bottle,bottle,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,kept on shelf in shower,kept,keep,VERB,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,kept on shelf in shower,shelf,shelf,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,shampoo,1560,kept on shelf in shower,shower,shower,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,festival,1533,used for celebration,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,festival,1533,used for celebration,celebration,celebrate,VERB,MSU-TEXAS
M20303990_EMC,Version 52,festival,1533,gathers people together ,gathers,gather,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,festival,1533,gathers people together ,people,people,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,festival,1533,gathers people together ,together,together,ADV,MSU-TEXAS
M20303990_EMC,Version 52,badge,1550,worn for identification,worn,wear,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,badge,1550,worn for identification,identification,identify,VERB,MSU-TEXAS
M20303990_EMC,Version 52,badge,1550,shows ranking,shows,show,VERB,MSU-TEXAS
M20303990_EMC,Version 52,badge,1550,shows ranking,ranking,rank,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,badge,1550,shows credibility ,shows,show,VERB,MSU-TEXAS
M20303990_EMC,Version 52,badge,1550,shows credibility ,credibility,credibility,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,used for protection,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,used for protection,protection,protect,VERB,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,used for hunting,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,used for hunting,hunting,hunt,VERB,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,can be stored,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,can be stored,stored,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,can be cleaned ,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,rifle,1541,can be cleaned ,cleaned,clean,VERB,MSU-TEXAS
M20303990_EMC,Version 52,castle,1559,to live in,live,live,VERB,MSU-TEXAS
M20303990_EMC,Version 52,castle,1559,a prop in movies,prop,prop,VERB,MSU-TEXAS
M20303990_EMC,Version 52,castle,1559,a prop in movies,movies,movie,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,castle,1559,houses royalty ,houses,house,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,castle,1559,houses royalty ,royalty,royalty,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,store dirty dishes,store,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,store dirty dishes,dirty,dirty,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,store dirty dishes,dishes,dish,NOUN,MSU-TEXAS
