Username,Condition.Description,Stimuli.Cue,Procedure.Item,affordance_parsed,word,lemma,POS,Group
M20303990_EMC,Version 52,washbasin,1556,wash dirty dishes,wash,wash,VERB,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,wash dirty dishes,dirty,dirty,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,wash dirty dishes,dishes,dish,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,drain dirty water from dishes,drain,drain,VERB,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,drain dirty water from dishes,dirty,dirty,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,drain dirty water from dishes,water,water,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,washbasin,1556,drain dirty water from dishes,dishes,dish,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,mallard,1543,swim,swim,swim,VERB,MSU-TEXAS
M20303990_EMC,Version 52,mallard,1543,eat,eat,eat,VERB,MSU-TEXAS
M20303990_EMC,Version 52,mallard,1543,waddle,waddle,waddle,VERB,MSU-TEXAS
M20303990_EMC,Version 52,mallard,1543,can be hunted ,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,mallard,1543,can be hunted ,hunted,hunt,VERB,MSU-TEXAS
M20303990_EMC,Version 52,cooler,1537,keep food cold,keep,keep,VERB,MSU-TEXAS
M20303990_EMC,Version 52,cooler,1537,keep food cold,food,food,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,cooler,1537,keep food cold,cold,cold,ADJ,MSU-TEXAS
M20303990_EMC,Version 52,cooler,1537,stores food,stores,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,cooler,1537,stores food,food,food,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,ridden,ridden,ride,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,used to travel from place to place,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,used to travel from place to place,travel,travel,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,used to travel from place to place,place,place,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,used to travel from place to place,place,place,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,used for sports,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,used for sports,sports,sport,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,can be a childrens toy,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,can be a childrens toy,children,child,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,bike,1535,can be a childrens toy,toy,toy,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,saddlebag,1555,for a horse rider to carry their belongings,horse,horse,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,saddlebag,1555,for a horse rider to carry their belongings,rider,rider,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,saddlebag,1555,for a horse rider to carry their belongings,carry,carry,VERB,MSU-TEXAS
M20303990_EMC,Version 52,saddlebag,1555,for a horse rider to carry their belongings,belongings,belonging,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,saddlebag,1555,storage,storage,store,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ax,1542,can be thrown,can,can,AUX,MSU-TEXAS
M20303990_EMC,Version 52,ax,1542,can be thrown,thrown,throw,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ax,1542,used to cut down trees,used,use,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ax,1542,used to cut down trees,cut,cut,VERB,MSU-TEXAS
M20303990_EMC,Version 52,ax,1542,used to cut down trees,trees,tree,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,dollhouse,1547,for children to play with,children,child,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,dollhouse,1547,for children to play with,play,play,VERB,MSU-TEXAS
M20303990_EMC,Version 52,dollhouse,1547,for dolls to live in,dolls,doll,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,dollhouse,1547,for dolls to live in,live,live,VERB,MSU-TEXAS
M20303990_EMC,Version 52,pillow,1532,rest head,rest,rest,VERB,MSU-TEXAS
M20303990_EMC,Version 52,pillow,1532,rest head,head,head,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,pillow,1532,comfort for sleep,comfort,comfort,NOUN,MSU-TEXAS
M20303990_EMC,Version 52,pillow,1532,comfort for sleep,sleep,sleep,VERB,MSU-TEXAS
M20303990_EMC,Version 52,pillow,1532,for decoration,decoration,decorate,VERB,MSU-TEXAS
M20304338_egj,Version 26,pal,766,hug,hug,hug,VERB,MSU-TEXAS
M20304338_egj,Version 26,pal,766,talk to,talk,talk,VERB,MSU-TEXAS
M20304338_egj,Version 26,pal,766,hangout with,hangout,hangout,VERB,MSU-TEXAS
M20304338_egj,Version 26,caretaker,771,thank,thank,thank,VERB,MSU-TEXAS
M20304338_egj,Version 26,hatchet,780,hit,hit,hit,VERB,MSU-TEXAS
M20304338_egj,Version 26,hatchet,780,throw,throw,throw,VERB,MSU-TEXAS
M20304338_egj,Version 26,hatchet,780,cut,cut,cut,VERB,MSU-TEXAS
M20304338_egj,Version 26,hatchet,780,split things,split,split,VERB,MSU-TEXAS
M20304338_egj,Version 26,hatchet,780,split things,things,thing,NOUN,MSU-TEXAS
M20304338_egj,Version 26,magazine,753,read,read,read,VERB,MSU-TEXAS
M20304338_egj,Version 26,magazine,753,hit with,hit,hit,VERB,MSU-TEXAS
M20304338_egj,Version 26,magazine,753,burn,burn,burn,VERB,MSU-TEXAS
M20304338_egj,Version 26,magazine,753,stack,stack,stack,NOUN,MSU-TEXAS
M20304338_egj,Version 26,wallet,769,carry money,carry,carry,VERB,MSU-TEXAS
M20304338_egj,Version 26,wallet,769,carry money,money,money,NOUN,MSU-TEXAS
M20304338_egj,Version 26,wallet,769,hold cards,hold,hold,VERB,MSU-TEXAS
M20304338_egj,Version 26,wallet,769,hold cards,cards,card,NOUN,MSU-TEXAS
M20304338_egj,Version 26,wallet,769,hold id,hold,hold,VERB,MSU-TEXAS
M20304338_egj,Version 26,wallet,769,hold id,id,id,NOUN,MSU-TEXAS
M20304338_egj,Version 26,snot,762,spit,spit,spit,VERB,MSU-TEXAS
M20304338_egj,Version 26,snot,762,blow,blow,blow,VERB,MSU-TEXAS
M20304338_egj,Version 26,snot,762,swallow,swallow,swallow,VERB,MSU-TEXAS
M20304338_egj,Version 26,prisoner,754,escape,escape,escape,NOUN,MSU-TEXAS
M20304338_egj,Version 26,merchantman,774,sell things,sell,sell,VERB,MSU-TEXAS
M20304338_egj,Version 26,merchantman,774,sell things,things,thing,NOUN,MSU-TEXAS
M20304338_egj,Version 26,pincushion,758,for pins,pins,pin,NOUN,MSU-TEXAS
M20304338_egj,Version 26,pincushion,758,needles,needles,needle,NOUN,MSU-TEXAS
M20304338_egj,Version 26,mistletoe,775,hang,hang,hang,VERB,MSU-TEXAS
M20304338_egj,Version 26,mistletoe,775,decoration,decoration,decorate,VERB,MSU-TEXAS
M20304338_egj,Version 26,mistletoe,775,kiss under,kiss,kiss,VERB,MSU-TEXAS
M20304338_egj,Version 26,lamb,770,pet,pet,pet,VERB,MSU-TEXAS
M20304338_egj,Version 26,lamb,770,eat,eat,eat,VERB,MSU-TEXAS
M20304338_egj,Version 26,lamb,770,shave,shave,shave,VERB,MSU-TEXAS
M20304338_egj,Version 26,insect,778,step on,step,step on,VERB,MSU-TEXAS
M20304338_egj,Version 26,insect,778,crawl ,crawl,crawl,VERB,MSU-TEXAS
M20304338_egj,Version 26,slug,752,step on,step,step on,VERB,MSU-TEXAS
M20304338_egj,Version 26,mat,773,wipe feet on,wipe,wipe,VERB,MSU-TEXAS
M20304338_egj,Version 26,mat,773,wipe feet on,feet,foot,NOUN,MSU-TEXAS
M20304338_egj,Version 26,mat,773,step on,step,step on,VERB,MSU-TEXAS
M20304338_egj,Version 26,mat,773,jump on,jump,jump,VERB,MSU-TEXAS
M20304338_egj,Version 26,rucksack,756,carry,carry,carry,VERB,MSU-TEXAS
M20304338_egj,Version 26,rucksack,756,hold thigs,hold,hold,VERB,MSU-TEXAS
M20304338_egj,Version 26,poster,765,write on,write,write,X,MSU-TEXAS
M20304338_egj,Version 26,poster,765,color on,color,color,NOUN,MSU-TEXAS
M20304338_egj,Version 26,poster,765,present,present,present,ADJ,MSU-TEXAS
M20304338_egj,Version 26,poster,765,fold,fold,fold,VERB,MSU-TEXAS
M20304338_egj,Version 26,tracksuit,767,wear,wear,wear,VERB,MSU-TEXAS
M20304338_egj,Version 26,tracksuit,767,wash,wash,wash,VERB,MSU-TEXAS
M20304338_egj,Version 26,tracksuit,767,run in,run,run,VERB,MSU-TEXAS
M20304338_egj,Version 26,steelworker,779,work,work,work,VERB,MSU-TEXAS
M20304338_egj,Version 26,sauce,755,eat,eat,eat,VERB,MSU-TEXAS
M20304338_egj,Version 26,sauce,755,stir,stir,stir,VERB,MSU-TEXAS
M20304338_egj,Version 26,sauce,755,pour,pour,pour,VERB,MSU-TEXAS
M20304338_egj,Version 26,revolver,776,use,use,use,VERB,MSU-TEXAS
M20304338_egj,Version 26,revolver,776,carry,carry,carry,VERB,MSU-TEXAS
M20304338_egj,Version 26,revolver,776,shoot,shoot,shoot,VERB,MSU-TEXAS
M20304338_egj,Version 26,weapon,764,use,use,use,VERB,MSU-TEXAS
M20304338_egj,Version 26,weapon,764,carry,carry,carry,VERB,MSU-TEXAS
M20304338_egj,Version 26,weapon,764,show,show,show,VERB,MSU-TEXAS
M20304338_egj,Version 26,marble,777,throw,throw,throw,VERB,MSU-TEXAS
M20304338_egj,Version 26,marble,777,catch,catch,catch,VERB,MSU-TEXAS
M20304338_egj,Version 26,marble,777,roll,roll,roll,VERB,MSU-TEXAS
M20304338_egj,Version 26,thumbscrew,761,put in wall,put,put,VERB,MSU-TEXAS
M20304338_egj,Version 26,thumbscrew,761,put in wall,wall,wall,NOUN,MSU-TEXAS
M20304338_egj,Version 26,thumbscrew,761,take out,take,take,VERB,MSU-TEXAS
M20304338_egj,Version 26,paratrooper,768,glide,glide,glide,VERB,MSU-TEXAS
M20304338_egj,Version 26,crepe,757,eat,eat,eat,VERB,MSU-TEXAS
M20304338_egj,Version 26,crepe,757,cook,cook,cake,VERB,MSU-TEXAS
M20304338_egj,Version 26,crepe,757,serve,serve,serve,VERB,MSU-TEXAS
M20304338_egj,Version 26,beverage,772,drink,drink,love,VERB,MSU-TEXAS
M20304338_egj,Version 26,beverage,772,refill,refill,refill,VERB,MSU-TEXAS
M20304338_egj,Version 26,beverage,772,spill,spill,spill,VERB,MSU-TEXAS
M20304338_egj,Version 26,citrus,763,eat,eat,eat,VERB,MSU-TEXAS
M20304338_egj,Version 26,citrus,763,smell,smell,smell,VERB,MSU-TEXAS
M20304338_egj,Version 26,roast,760,smell,smell,smell,VERB,MSU-TEXAS
M20304338_egj,Version 26,roast,760,eat,eat,eat,VERB,MSU-TEXAS
M20304338_egj,Version 26,roast,760,burn,burn,burn,VERB,MSU-TEXAS
M20304338_egj,Version 26,head,781,rub,rub,rub,VERB,MSU-TEXAS
M20304338_egj,Version 26,head,781,hit,hit,hit,VERB,MSU-TEXAS
M20304338_egj,Version 26,head,781,think,think,think,VERB,MSU-TEXAS
M20304338_egj,Version 26,powder,759,throw,throw,throw,VERB,MSU-TEXAS
M20304338_egj,Version 26,powder,759,use on face,use,use,VERB,MSU-TEXAS
M20304338_egj,Version 26,powder,759,use on face,face,face,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,brush,2897,to paint,paint,paint,VERB,MSU-TEXAS
M20304804_BNR,Version 97,brush,2897,to comb hair,comb,comb,VERB,MSU-TEXAS
M20304804_BNR,Version 97,brush,2897,to comb hair,hair,hair,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,brush,2897,to glaze,glaze,glaze,VERB,MSU-TEXAS
M20304804_BNR,Version 97,brush,2897,to detangle,de,de,PROPN,MSU-TEXAS
M20304804_BNR,Version 97,brush,2897,to detangle,tangle,tangle,VERB,MSU-TEXAS
M20304804_BNR,Version 97,hug,2910,to love,love,love,VERB,MSU-TEXAS
M20304804_BNR,Version 97,hug,2910,to show friendship,show,show,VERB,MSU-TEXAS
M20304804_BNR,Version 97,hug,2910,to show friendship,friendship,friendship,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,hug,2910,to provide comfort,provide,provide,VERB,MSU-TEXAS
M20304804_BNR,Version 97,hug,2910,to provide comfort,comfort,comfort,VERB,MSU-TEXAS
M20304804_BNR,Version 97,hug,2910,to care,care,care,VERB,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,discover new ideas,discover,discover,VERB,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,discover new ideas,new,new,ADJ,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,discover new ideas,ideas,idea,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,share knowledge,share,share,VERB,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,share knowledge,knowledge,knowledge,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,answer unknown questions,answer,answer,VERB,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,answer unknown questions,unknown,unknown,ADJ,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,answer unknown questions,questions,question,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,answer math problems,answer,answer,VERB,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,answer math problems,math,math,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,mathematician,2894,answer math problems,problems,problem,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,handclap,2892,to applaud,applaud,applaud,VERB,MSU-TEXAS
M20304804_BNR,Version 97,handclap,2892,to appreciate,appreciate,appreciate,VERB,MSU-TEXAS
M20304804_BNR,Version 97,handclap,2892,for sarcasm,sarcasm,sarcasm,VERB,MSU-TEXAS
M20304804_BNR,Version 97,handclap,2892,for dramatic effect,dramatic,dramatic,ADJ,MSU-TEXAS
M20304804_BNR,Version 97,handclap,2892,for dramatic effect,effect,effect,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,toga,2904,for clothing,clothing,clothes,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to send objects,send,send,VERB,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to send objects,objects,object,VERB,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to receive objects,receive,receive,VERB,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to receive objects,objects,object,VERB,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to keep things in one area,keep,keep,VERB,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to keep things in one area,things,thing,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to keep things in one area,one,one,NUM,MSU-TEXAS
M20304804_BNR,Version 97,package,2909,to keep things in one area,area,area,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,walrus,2911,for insulation,insulation,insulate,VERB,MSU-TEXAS
M20304804_BNR,Version 97,walrus,2911,for food,food,food,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,grenade,2903,for war,war,war,VERB,MSU-TEXAS
M20304804_BNR,Version 97,grenade,2903,for harm,harm,harm,VERB,MSU-TEXAS
M20304804_BNR,Version 97,grenade,2903,for destruction,destruction,destroy,VERB,MSU-TEXAS
M20304804_BNR,Version 97,bath,2884,to cleanse,cleanse,clean,VERB,MSU-TEXAS
M20304804_BNR,Version 97,bath,2884,to sanitize,sanitize,sanitize,VERB,MSU-TEXAS
M20304804_BNR,Version 97,bath,2884,to rinse,rinse,rinse,VERB,MSU-TEXAS
M20304804_BNR,Version 97,bath,2884,to collect water,collect,collect,VERB,MSU-TEXAS
M20304804_BNR,Version 97,bath,2884,to collect water,water,water,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,keg,2882,to drink from,drink,drink,VERB,MSU-TEXAS
M20304804_BNR,Version 97,workroom,2905,to work,work,work,VERB,MSU-TEXAS
M20304804_BNR,Version 97,workroom,2905,to meet with coworkers,meet,meet,VERB,MSU-TEXAS
M20304804_BNR,Version 97,workroom,2905,to meet with coworkers,coworkers,coworker,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,workroom,2905,to share ideas,share,share,VERB,MSU-TEXAS
M20304804_BNR,Version 97,workroom,2905,to share ideas,ideas,idea,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,workroom,2905,to work together,work,work,VERB,MSU-TEXAS
M20304804_BNR,Version 97,workroom,2905,to work together,together,together,ADV,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep hair in place,keep,keep,VERB,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep hair in place,hair,hair,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep hair in place,place,place,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep papers together,keep,keep,VERB,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep papers together,papers,papers,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep papers together,together,together,ADV,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep objects stationary,keep,keep,VERB,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep objects stationary,objects,object,VERB,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to keep objects stationary,stationary,stationary,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to categorize or separate,categorize,categorize,VERB,MSU-TEXAS
M20304804_BNR,Version 97,clips,2893,to categorize or separate,separate,separate,ADJ,MSU-TEXAS
M20304804_BNR,Version 97,lesion,2890,cause harm,harm,harm,VERB,MSU-TEXAS
M20304804_BNR,Version 97,passerby,2908,to pass by,pass,pass,VERB,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to share ideas and beliefs,share,share,VERB,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to share ideas and beliefs,ideas,idea,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to share ideas and beliefs,beliefs,belief,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to provide opinion to government,provide,provide,VERB,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to provide opinion to government,opinion,opinion,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to provide opinion to government,government,government,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to give a voice,give,give,VERB,MSU-TEXAS
M20304804_BNR,Version 97,voter,2896,to give a voice,voice,voice,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,concrete,2898,used in walkways,used,use,VERB,MSU-TEXAS
M20304804_BNR,Version 97,concrete,2898,used in walkways,walkways,walkway,INTJ,MSU-TEXAS
M20304804_BNR,Version 97,concrete,2898,buildings,buildings,build,VERB,MSU-TEXAS
M20304804_BNR,Version 97,concrete,2898,parking garages,parking,parking,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,concrete,2898,parking garages,garages,garage,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,concrete,2898,roads,roads,roads,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,concrete,2898,bridges,bridges,bridge,VERB,MSU-TEXAS
M20304804_BNR,Version 97,peony,2887,to smell,smell,smell,VERB,MSU-TEXAS
M20304804_BNR,Version 97,peony,2887,for aesthetic,aesthetic,aesthetic,ADJ,MSU-TEXAS
M20304804_BNR,Version 97,marigold,2891,to smell,smell,smell,VERB,MSU-TEXAS
M20304804_BNR,Version 97,marigold,2891,to view,view,view,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,marigold,2891,for dye colors,dye,dye,VERB,MSU-TEXAS
M20304804_BNR,Version 97,marigold,2891,for dye colors,colors,color,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,birdbath,2906,for birds to bathe,birds,bird,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,birdbath,2906,for birds to bathe,bathe,bathe,VERB,MSU-TEXAS
M20304804_BNR,Version 97,birdbath,2906,drink,drink,drink,VERB,MSU-TEXAS
M20304804_BNR,Version 97,candy,2902,to eat,eat,eat,VERB,MSU-TEXAS
M20304804_BNR,Version 97,candy,2902,to decorate,decorate,decorate,VERB,MSU-TEXAS
M20304804_BNR,Version 97,candy,2902,to enjoy,enjoy,enjoy,VERB,MSU-TEXAS
M20304804_BNR,Version 97,candy,2902,to share,share,share,VERB,MSU-TEXAS
M20304804_BNR,Version 97,erection,2895,to rise,rise,rise,VERB,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,to provide view of sky,provide,provide,VERB,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,to provide view of sky,view,view,VERB,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,to provide view of sky,sky,sky,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,to give a feeling of openness,give,give,VERB,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,to give a feeling of openness,feeling,feel,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,to give a feeling of openness,openness,open,VERB,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,give sunlight to indoors,give,give,VERB,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,give sunlight to indoors,sunlight,sunlight,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,sunroof,2889,give sunlight to indoors,indoors,indoors,ADV,MSU-TEXAS
M20304804_BNR,Version 97,flypaper,2907,to trap flies,trap,trap,VERB,MSU-TEXAS
M20304804_BNR,Version 97,flypaper,2907,to trap flies,flies,flie,VERB,MSU-TEXAS
M20304804_BNR,Version 97,flypaper,2907,to attract flies,attract,attract,VERB,MSU-TEXAS
M20304804_BNR,Version 97,flypaper,2907,to attract flies,flies,flie,VERB,MSU-TEXAS
M20304804_BNR,Version 97,calves,2901,to grow for food,grow,grow,VERB,MSU-TEXAS
M20304804_BNR,Version 97,calves,2901,to grow for food,food,food,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,calves,2901,to mate to make more cows,mate,mate,VERB,MSU-TEXAS
M20304804_BNR,Version 97,calves,2901,to mate to make more cows,make,make,VERB,MSU-TEXAS
M20304804_BNR,Version 97,calves,2901,to mate to make more cows,cows,cow,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,athlete,2900,to physically exert themselves,physically,physically,ADV,MSU-TEXAS
M20304804_BNR,Version 97,athlete,2900,to physically exert themselves,exert,exert,VERB,MSU-TEXAS
M20304804_BNR,Version 97,athlete,2900,to provide leadership,provide,provide,VERB,MSU-TEXAS
M20304804_BNR,Version 97,athlete,2900,to provide leadership,leadership,lead,VERB,MSU-TEXAS
M20304804_BNR,Version 97,athlete,2900,to be a hero,hero,hero,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,truck,2883,to drive,drive,drive,VERB,MSU-TEXAS
M20304804_BNR,Version 97,truck,2883,to haul heavy things around,haul,haul,VERB,MSU-TEXAS
M20304804_BNR,Version 97,truck,2883,to haul heavy things around,heavy,heavy,ADJ,MSU-TEXAS
M20304804_BNR,Version 97,truck,2883,to haul heavy things around,things,thing,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,truck,2883,to haul heavy things around,around,around,ADV,MSU-TEXAS
M20304804_BNR,Version 97,manure,2899,to provide fertilization for plants,provide,provide,VERB,MSU-TEXAS
M20304804_BNR,Version 97,manure,2899,to provide fertilization for plants,fertilization,fertilize,VERB,MSU-TEXAS
M20304804_BNR,Version 97,manure,2899,to provide fertilization for plants,plants,plant,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,airman,2886,to maintain plane,maintain,maintain,VERB,MSU-TEXAS
M20304804_BNR,Version 97,airman,2886,to maintain plane,plane,plane,NOUN,MSU-TEXAS
M20304804_BNR,Version 97,noodles,2888,to eat,eat,eat,VERB,MSU-TEXAS
M20304804_BNR,Version 97,noodles,2888,to play with,play,play,VERB,MSU-TEXAS
M20304804_BNR,Version 97,saloonkeeper,2885,to pay bills,pay,pay,VERB,MSU-TEXAS
M20304804_BNR,Version 97,saloonkeeper,2885,to pay bills,bills,bill,NOUN,MSU-TEXAS
