"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected","corrected"
"W10096055_AG",15,"Version 58","tickler","BOI","USM","play","play"
"W10096055_AG",15,"Version 58","tickler","BOI","USM","hit","hit"
"W10096055_AG",16,"Version 58","postcard","BOI","USM","throw","throw"
"W10096055_AG",16,"Version 58","postcard","BOI","USM","deliever","deliver"
"W10096055_AG",16,"Version 58","postcard","BOI","USM","cut","cut"
"W10096055_AG",16,"Version 58","postcard","BOI","USM","drop","drop"
"W10096055_AG",17,"Version 58","door","BOI","USM","open","open"
"W10096055_AG",17,"Version 58","door","BOI","USM","close","close"
"W10096055_AG",17,"Version 58","door","BOI","USM","slam","slam"
"W10096055_AG",18,"Version 58","lozenge","BOI","USM","play","play"
"W10096055_AG",18,"Version 58","lozenge","BOI","USM","laugh","laugh"
"W10096055_AG",19,"Version 58","crouton","BOI","USM","play","play"
"W10096055_AG",19,"Version 58","crouton","BOI","USM","eat","eat"
"W10096055_AG",20,"Version 58","bulldozer","BOI","USM","smash","smash"
"W10096055_AG",20,"Version 58","bulldozer","BOI","USM","destruct","destruct"
"W10096055_AG",20,"Version 58","bulldozer","BOI","USM","destroy","destroy"
"W10096055_AG",21,"Version 58","tabloid","BOI","USM","eat","eat"
"W10096055_AG",21,"Version 58","tabloid","BOI","USM","swallow","swallow"
"W10096055_AG",21,"Version 58","tabloid","BOI","USM","spit","spit"
"W10096055_AG",22,"Version 58","tailor","BOI","USM","spit","spit"
"W10096055_AG",22,"Version 58","tailor","BOI","USM","eat","eat"
"W10096055_AG",23,"Version 58","spices","BOI","USM","put","put"
"W10096055_AG",23,"Version 58","spices","BOI","USM","eat","eat"
"W10096055_AG",23,"Version 58","spices","BOI","USM","spread","spread"
"W10096055_AG",24,"Version 58","starch","BOI","USM","eat","eat"
"W10096055_AG",25,"Version 58","tulip","BOI","USM","smell","smell"
"W10096055_AG",25,"Version 58","tulip","BOI","USM","cut","cut"
"W10096055_AG",25,"Version 58","tulip","BOI","USM","plant","plant"
"W10096055_AG",26,"Version 58","squeegee","BOI","USM","play","play"
"W10096055_AG",26,"Version 58","squeegee","BOI","USM","toss","toss"
"W10096055_AG",26,"Version 58","squeegee","BOI","USM","eat","eat"
"W10096055_AG",27,"Version 58","supervisor","BOI","USM","slap","slap"
"W10096055_AG",27,"Version 58","supervisor","BOI","USM","talk","talk"
"W10096055_AG",27,"Version 58","supervisor","BOI","USM","laugh","laugh"
"W10096055_AG",28,"Version 58","whisker","BOI","USM","massage","massage"
"W10096055_AG",29,"Version 58","newsboy","BOI","USM","slap","slap"
"W10096055_AG",29,"Version 58","newsboy","BOI","USM","punch","punch"
"W10096055_AG",29,"Version 58","newsboy","BOI","USM","kill","kill"
"W10096055_AG",30,"Version 58","mullet","BOI","USM","comb","comb"
"W10096055_AG",30,"Version 58","mullet","BOI","USM","wash","wash"
"W10096055_AG",31,"Version 58","guitarist","BOI","USM","play","play"
"W10096055_AG",31,"Version 58","guitarist","BOI","USM","join","join"
"W10096055_AG",32,"Version 58","hen","BOI","USM","farm","farm"
"W10096055_AG",32,"Version 58","hen","BOI","USM","keep","keep"
"W10096055_AG",32,"Version 58","hen","BOI","USM","store","store"
"W10096055_AG",33,"Version 58","receptionist","BOI","USM","talk","talk"
"W10096055_AG",33,"Version 58","receptionist","BOI","USM","hire","hire"
"W10096055_AG",34,"Version 58","jersey","BOI","USM","wear","wear"
"W10096055_AG",35,"Version 58","examiner","BOI","USM","use","use"
"W10096055_AG",35,"Version 58","examiner","BOI","USM","put","put"
"W10096055_AG",36,"Version 58","tampon","BOI","USM","use","use"
"W10096055_AG",37,"Version 58","Wheelchair","BOI","USM","put on","put on"
"W10096055_AG",37,"Version 58","Wheelchair","BOI","USM","use","use"
"W10096055_AG",38,"Version 58","shutter","BOI","USM","shut","shut"
"W10096055_AG",38,"Version 58","shutter","BOI","USM","close","close"
"W10096055_AG",39,"Version 58","shoe","BOI","USM","wear","wear"
"W10096055_AG",40,"Version 58","sideburns","BOI","USM","shave","shave"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","cutting","cutting"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","baking","baking"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","for water","for water"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","for lemonade","for lemonade"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","cooking","cooking"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","making lemon zest","making lemon zest"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","for a lemonade stand","for a lemonade stand"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","flavoring tea","flavoring tea"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","sun bleaching your hair","sun bleaching your hair"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","flavoring seafood","flavoring seafood"
"w10096876_KLM",11,"Version 95","lemon","BOI","USM","decontaminating seafood in the olden days","decontaminating seafood in the olden days"
"w10096876_KLM",12,"Version 95","glider","BOI","USM","rocking a baby","rocking a baby"
"w10096876_KLM",12,"Version 95","glider","BOI","USM","for comfort","for comfort"
"w10096876_KLM",12,"Version 95","glider","BOI","USM","baby room decor","baby room decor"
"w10096876_KLM",12,"Version 95","glider","BOI","USM","sitting","sitting"
"w10096876_KLM",12,"Version 95","glider","BOI","USM","sleeping ","sleeping "
"w10096876_KLM",13,"Version 95","politician","BOI","USM","as a gateway to better rights","as a gateway to better rights"
"w10096876_KLM",13,"Version 95","politician","BOI","USM","economic gain","economic gain"
"w10096876_KLM",13,"Version 95","politician","BOI","USM","equality for the masses","equality for the masses"
"w10096876_KLM",13,"Version 95","politician","BOI","USM","help for the poor","help for the poor"
"w10096876_KLM",13,"Version 95","politician","BOI","USM","leadership","leadership"
"w10096876_KLM",13,"Version 95","politician","BOI","USM","guidance","guidance"
"w10096876_KLM",14,"Version 95","petal","BOI","USM","accelerating a car","accelerating a car"
"w10096876_KLM",14,"Version 95","petal","BOI","USM","braking","braking"
"w10096876_KLM",14,"Version 95","petal","BOI","USM","hitting a bass drum","hitting a bass drum"
"w10096876_KLM",14,"Version 95","petal","BOI","USM","for a wedding (flower girl)","for a wedding (flower girl)"
"w10096876_KLM",14,"Version 95","petal","BOI","USM","sewing machine","sewing machine"
"w10096876_KLM",14,"Version 95","petal","BOI","USM","flower pedals for a romantic night","flower pedals for a romantic night"
"w10096876_KLM",14,"Version 95","petal","BOI","USM","piano","piano"
"w10096876_KLM",15,"Version 95","pitcher","BOI","USM","serving drinks to a party","serving drinks to a party"
"w10096876_KLM",15,"Version 95","pitcher","BOI","USM","throwing a baseball","throwing a baseball"
"w10096876_KLM",16,"Version 95","duffel","BOI","USM","duffel bag for carrying items","an bag for carrying items"
"w10096876_KLM",16,"Version 95","duffel","BOI","USM","robbing a bank","robbing a bank"
"w10096876_KLM",17,"Version 95","pony","BOI","USM","putting your hair back","putting your hair back"
"w10096876_KLM",17,"Version 95","pony","BOI","USM","riding at a birthday party","riding at a birthday party"
"w10096876_KLM",17,"Version 95","pony","BOI","USM","horse shows","horse shows"
"w10096876_KLM",18,"Version 95","Taco","BOI","USM","eaten","eaten"
"w10096876_KLM",18,"Version 95","Taco","BOI","USM","served","served"
"w10096876_KLM",18,"Version 95","Taco","BOI","USM","eaten with a margarita","eaten with a margarita"
"w10096876_KLM",18,"Version 95","Taco","BOI","USM","bought","bought"
"w10096876_KLM",18,"Version 95","Taco","BOI","USM","delivered","delivered"
"w10096876_KLM",18,"Version 95","Taco","BOI","USM","offered as a peace offering to a mad roommate","offered as a peace offering to a mad roommate"
"w10096876_KLM",19,"Version 95","farm","BOI","USM","to make a living","to make a living"
"w10096876_KLM",19,"Version 95","farm","BOI","USM","to be self-sufficient","to be self-sufficient"
"w10096876_KLM",19,"Version 95","farm","BOI","USM","to have a lesser co2 footprint","to have a lesser co2 footprint"
"w10096876_KLM",19,"Version 95","farm","BOI","USM","for tax loopholes","for tax loopholes"
"w10096876_KLM",19,"Version 95","farm","BOI","USM","for fun","for fun"
"w10096876_KLM",19,"Version 95","farm","BOI","USM","to provide for the community","to provide for the community"
"w10096876_KLM",20,"Version 95","guidebook","BOI","USM","directions","directions"
"w10096876_KLM",20,"Version 95","guidebook","BOI","USM","planning","planning"
"w10096876_KLM",20,"Version 95","guidebook","BOI","USM","hiking","hiking"
"w10096876_KLM",20,"Version 95","guidebook","BOI","USM","walking","walking"
"w10096876_KLM",20,"Version 95","guidebook","BOI","USM","travelling","traveling"
"w10096876_KLM",20,"Version 95","guidebook","BOI","USM","translating","translating"
"w10096876_KLM",21,"Version 95","cross","BOI","USM","marking a grave","marking a grave"
"w10096876_KLM",21,"Version 95","cross","BOI","USM","for religious purposes","for religious purposes"
"w10096876_KLM",21,"Version 95","cross","BOI","USM","crucifying jesus","crucifying jesus"
"w10096876_KLM",21,"Version 95","cross","BOI","USM","praying","praying"
"w10096876_KLM",22,"Version 95","nutmeg","BOI","USM","gingerbread men","gingerbread men"
"w10096876_KLM",22,"Version 95","nutmeg","BOI","USM","ginger snaps","ginger snaps"
"w10096876_KLM",22,"Version 95","nutmeg","BOI","USM","pumpkin pie","pumpkin pie"
"w10096876_KLM",22,"Version 95","nutmeg","BOI","USM","pumpkin roll","pumpkin roll"
"w10096876_KLM",22,"Version 95","nutmeg","BOI","USM","any fall dessert","any fall dessert"
"w10096876_KLM",22,"Version 95","nutmeg","BOI","USM","getting high","getting high"
"w10096876_KLM",23,"Version 95","farmer","BOI","USM","food","food"
"w10096876_KLM",23,"Version 95","farmer","BOI","USM","a job","a job"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","shipping","shipping"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","burning","burning"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","building a fort","building a fort"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","recycling","recycling"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","carrying","carrying"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","distributing","distributing"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","protecting items during transit","protecting items during transit"
"w10096876_KLM",24,"Version 95","cardboard","BOI","USM","stacking ","stacking "
"w10096876_KLM",25,"Version 95","dinnerware","BOI","USM","eating","eating"
"w10096876_KLM",25,"Version 95","dinnerware","BOI","USM","washing","washing"
"w10096876_KLM",25,"Version 95","dinnerware","BOI","USM","displaying in a cabinet","displaying in a cabinet"
"w10096876_KLM",25,"Version 95","dinnerware","BOI","USM","for a fancy dinner","for a fancy dinner"
"w10096876_KLM",25,"Version 95","dinnerware","BOI","USM","impressing a date/friend","impressing a date/friend"
"w10096876_KLM",25,"Version 95","dinnerware","BOI","USM","put in the cupboard","put in the cupboard"
"w10096876_KLM",26,"Version 95","streets","BOI","USM","walked","walked"
"w10096876_KLM",26,"Version 95","streets","BOI","USM","driven","driven"
"w10096876_KLM",26,"Version 95","streets","BOI","USM","travelling","traveling"
"w10096876_KLM",26,"Version 95","streets","BOI","USM","paving","paving"
"w10096876_KLM",26,"Version 95","streets","BOI","USM","expanding living areas","expanding living areas"
"w10096876_KLM",26,"Version 95","streets","BOI","USM","running","running"
"w10096876_KLM",26,"Version 95","streets","BOI","USM","playing hockey","playing hockey"
"w10096876_KLM",27,"Version 95","gadget","BOI","USM","calculating","calculating"
"w10096876_KLM",27,"Version 95","gadget","BOI","USM","calling","calling"
"w10096876_KLM",27,"Version 95","gadget","BOI","USM","defeating bad guys if you're kim possible","defeating bad guys if you're kim possible"
"w10096876_KLM",27,"Version 95","gadget","BOI","USM","googling","googling"
"w10096876_KLM",27,"Version 95","gadget","BOI","USM","doing anything that involves a handheld tech tool","doing anything that involves a handheld tech tool"
"w10096876_KLM",28,"Version 95","custodian","BOI","USM","mopping","mopping"
"w10096876_KLM",28,"Version 95","custodian","BOI","USM","cleaning","cleaning"
"w10096876_KLM",28,"Version 95","custodian","BOI","USM","vaccummning","vacumm"
"w10096876_KLM",28,"Version 95","custodian","BOI","USM","cleaning bathrooms","cleaning bathrooms"
"w10096876_KLM",28,"Version 95","custodian","BOI","USM","whistling","whistling"
"w10096876_KLM",29,"Version 95","guillotine","BOI","USM","beheading people","beheading people"
"w10096876_KLM",29,"Version 95","guillotine","BOI","USM","museum displays","museum displays"
"w10096876_KLM",30,"Version 95","cone","BOI","USM","ice cream holder","ice cream holder"
"w10096876_KLM",30,"Version 95","cone","BOI","USM","soccer boundary","soccer boundary"
"w10096876_KLM",30,"Version 95","cone","BOI","USM","construction site indicator","construction site indicator"
"w10096876_KLM",30,"Version 95","cone","BOI","USM","for a dog after surgery","for a dog after surgery"
"w10096876_KLM",31,"Version 95","jurist","BOI","USM","to decide if someone is guilty","to decide if someone is guilty"
"w10096876_KLM",32,"Version 95","bullfrog","BOI","USM","eating","eating"
"w10096876_KLM",32,"Version 95","bullfrog","BOI","USM","fishing","fishing"
"w10096876_KLM",32,"Version 95","bullfrog","BOI","USM","for a pet","for a pet"
"w10096876_KLM",32,"Version 95","bullfrog","BOI","USM","to eat bugs","to eat bugs"
"w10096876_KLM",33,"Version 95","nightshirt","BOI","USM","to wear to bed","to wear to bed"
"w10096876_KLM",33,"Version 95","nightshirt","BOI","USM","to paint in","to paint in"
"w10096876_KLM",33,"Version 95","nightshirt","BOI","USM","to sleep in","to sleep in"
"w10096876_KLM",34,"Version 95","corkscrew","BOI","USM","open wine","open wine"
"w10096876_KLM",35,"Version 95","munitions","BOI","USM","target practice","target practice"
"w10096876_KLM",35,"Version 95","munitions","BOI","USM","hunt","hunt"
"w10096876_KLM",36,"Version 95","cashier","BOI","USM","to buy food from","to buy food from"
"w10096876_KLM",36,"Version 95","cashier","BOI","USM","to get change for a 20","to get change for a 20"
"w10096876_KLM",37,"Version 95","javelin","BOI","USM","to finalize the decision of a judge","to finalize the decision of a judge"
"w10096876_KLM",38,"Version 95","pajamas","BOI","USM","to wear to bed","to wear to bed"
"w10096876_KLM",38,"Version 95","pajamas","BOI","USM","to sleep in","to sleep in"
"w10096876_KLM",38,"Version 95","pajamas","BOI","USM","to paint in","to paint in"
"w10096876_KLM",39,"Version 95","handgun","BOI","USM","to target practice","to target practice"
"w10096876_KLM",39,"Version 95","handgun","BOI","USM","hunt","hunt"
"w10096876_KLM",39,"Version 95","handgun","BOI","USM","personal protection","personal protection"
"w10096876_KLM",39,"Version 95","handgun","BOI","USM","for police protection","for police protection"
"w10096876_KLM",40,"Version 95","machine","BOI","USM","to create things","to create things"
"w10096876_KLM",40,"Version 95","machine","BOI","USM","to automate processes","to automate processes"
"w10096876_KLM",40,"Version 95","machine","BOI","USM","to streamline manufacturing","to streamline manufacturing"
"w10096876_KLM",40,"Version 95","machine","BOI","USM","to compute things","to compute things"
"w10096966_CS",11,"Version 4","pacifier","BOI","USM","baby","baby"
"w10096966_CS",11,"Version 4","pacifier","BOI","USM","painting","painting"
"w10096966_CS",11,"Version 4","pacifier","BOI","USM","mobile","mobile"
"w10096966_CS",11,"Version 4","pacifier","BOI","USM","stress reduction","stress reduction"
"w10096966_CS",12,"Version 4","chalice","BOI","USM","drinking","drinking"
"w10096966_CS",12,"Version 4","chalice","BOI","USM","decoration","decoration"
"w10096966_CS",12,"Version 4","chalice","BOI","USM","mold","mold"
"w10096966_CS",12,"Version 4","chalice","BOI","USM","pouring","pouring"
"w10096966_CS",12,"Version 4","chalice","BOI","USM","pencil holder","pencil holder"
"w10096966_CS",12,"Version 4","chalice","BOI","USM","christening","christening"
"w10096966_CS",12,"Version 4","chalice","BOI","USM","container","container"
"w10096966_CS",13,"Version 4","nephew","BOI","USM","loving","loving"
"w10096966_CS",13,"Version 4","nephew","BOI","USM","cuddling","cuddling"
"w10096966_CS",13,"Version 4","nephew","BOI","USM","cleaning","cleaning"
"w10096966_CS",13,"Version 4","nephew","BOI","USM","feeding","feeding"
"w10096966_CS",13,"Version 4","nephew","BOI","USM","talking","talking"
"w10096966_CS",13,"Version 4","nephew","BOI","USM","listening","listening"
"w10096966_CS",13,"Version 4","nephew","BOI","USM","playing","playing"
"w10096966_CS",14,"Version 4","Robot","BOI","USM","building","building"
"w10096966_CS",14,"Version 4","Robot","BOI","USM","helping","helping"
"w10096966_CS",14,"Version 4","Robot","BOI","USM","talking","talking"
"w10096966_CS",14,"Version 4","Robot","BOI","USM","assistance","assistance"
"w10096966_CS",14,"Version 4","Robot","BOI","USM","safety","safety"
"w10096966_CS",15,"Version 4","lounger","BOI","USM","sleeping","sleeping"
"w10096966_CS",15,"Version 4","lounger","BOI","USM","decoration","decoration"
"w10096966_CS",15,"Version 4","lounger","BOI","USM","sitting","sitting"
"w10096966_CS",15,"Version 4","lounger","BOI","USM","standing","standing"
"w10096966_CS",15,"Version 4","lounger","BOI","USM","burning","burning"
"w10096966_CS",16,"Version 4","scalpel","BOI","USM","cutting","cutting"
"w10096966_CS",16,"Version 4","scalpel","BOI","USM","cleaning","cleaning"
"w10096966_CS",16,"Version 4","scalpel","BOI","USM","crafting","crafting"
"w10096966_CS",16,"Version 4","scalpel","BOI","USM","puncturing","puncturing"
"w10096966_CS",17,"Version 4","chessboard","BOI","USM","playing","playing"
"w10096966_CS",17,"Version 4","chessboard","BOI","USM","table","table"
"w10096966_CS",17,"Version 4","chessboard","BOI","USM","decoration","decoration"
"w10096966_CS",17,"Version 4","chessboard","BOI","USM","mold","mold"
"w10096966_CS",17,"Version 4","chessboard","BOI","USM","coloring","coloring"
"w10096966_CS",18,"Version 4","kissing","BOI","USM","loving","loving"
"w10096966_CS",18,"Version 4","kissing","BOI","USM","compassion","compassion"
"w10096966_CS",18,"Version 4","kissing","BOI","USM","soothing","soothing"
"w10096966_CS",18,"Version 4","kissing","BOI","USM","greeting","greeting"
"w10096966_CS",18,"Version 4","kissing","BOI","USM","exploring","exploring"
"w10096966_CS",18,"Version 4","kissing","BOI","USM","acknowledging","acknowledging"
"w10096966_CS",18,"Version 4","kissing","BOI","USM","convincing","convincing"
"w10096966_CS",19,"Version 4","calf","BOI","USM","pet","pet"
"w10096966_CS",19,"Version 4","calf","BOI","USM","eat","eat"
"w10096966_CS",19,"Version 4","calf","BOI","USM","share","share"
"w10096966_CS",20,"Version 4","stove","BOI","USM","cook","cook"
"w10096966_CS",20,"Version 4","stove","BOI","USM","clean","clean"
"w10096966_CS",20,"Version 4","stove","BOI","USM","decoration","decoration"
"w10096966_CS",20,"Version 4","stove","BOI","USM","boast","boast"
"w10096966_CS",21,"Version 4","preschooler","BOI","USM","love","love"
"w10096966_CS",21,"Version 4","preschooler","BOI","USM","guide","guide"
"w10096966_CS",21,"Version 4","preschooler","BOI","USM","nurture","nurture"
"w10096966_CS",21,"Version 4","preschooler","BOI","USM","teach","teach"
"w10096966_CS",21,"Version 4","preschooler","BOI","USM","play","play"
"w10096966_CS",21,"Version 4","preschooler","BOI","USM","talk","talk"
"w10096966_CS",22,"Version 4","sock","BOI","USM","wear","wear"
"w10096966_CS",22,"Version 4","sock","BOI","USM","crafting","crafting"
"w10096966_CS",22,"Version 4","sock","BOI","USM","sewing","sewing"
"w10096966_CS",22,"Version 4","sock","BOI","USM","hand pupppet","hand puppet"
"w10096966_CS",22,"Version 4","sock","BOI","USM","face mask","face mask"
"w10096966_CS",22,"Version 4","sock","BOI","USM","warmth","warmth"
"w10096966_CS",22,"Version 4","sock","BOI","USM","scratching","scratching"
"w10096966_CS",23,"Version 4","housecoat","BOI","USM","wear","wear"
"w10096966_CS",23,"Version 4","housecoat","BOI","USM","look at","look at"
"w10096966_CS",23,"Version 4","housecoat","BOI","USM","warmth","warmth"
"w10096966_CS",23,"Version 4","housecoat","BOI","USM","wash","wash"
"w10096966_CS",23,"Version 4","housecoat","BOI","USM","dry","dry"
"w10096966_CS",24,"Version 4","ashtray","BOI","USM","throw","throw"
"w10096966_CS",24,"Version 4","ashtray","BOI","USM","clean","clean"
"w10096966_CS",24,"Version 4","ashtray","BOI","USM","decoration","decoration"
"w10096966_CS",24,"Version 4","ashtray","BOI","USM","sweet bowl substitude","sweet bowl substitute"
"w10096966_CS",25,"Version 4","grits","BOI","USM","cook","cook"
"w10096966_CS",25,"Version 4","grits","BOI","USM","eat","eat"
"w10096966_CS",25,"Version 4","grits","BOI","USM","throw","throw"
"w10096966_CS",25,"Version 4","grits","BOI","USM","spread","spread"
"w10096966_CS",25,"Version 4","grits","BOI","USM","spitting","spitting"
"w10096966_CS",26,"Version 4","pool","BOI","USM","swim","swim"
"w10096966_CS",26,"Version 4","pool","BOI","USM","clean","clean"
"w10096966_CS",26,"Version 4","pool","BOI","USM","terrarium","terrarium"
"w10096966_CS",27,"Version 4","cable","BOI","USM","electricity","electricity"
"w10096966_CS",27,"Version 4","cable","BOI","USM","hang","hang"
"w10096966_CS",27,"Version 4","cable","BOI","USM","connect","connect"
"w10096966_CS",27,"Version 4","cable","BOI","USM","stretch","stretch"
"w10096966_CS",27,"Version 4","cable","BOI","USM","cut","cut"
"w10096966_CS",27,"Version 4","cable","BOI","USM","rope","rope"
"w10096966_CS",28,"Version 4","drumstick","BOI","USM","play","play"
"w10096966_CS",28,"Version 4","drumstick","BOI","USM","decoration","decoration"
"w10096966_CS",28,"Version 4","drumstick","BOI","USM","crafting","crafting"
"w10096966_CS",28,"Version 4","drumstick","BOI","USM","hole puncher","hole puncher"
"w10096966_CS",28,"Version 4","drumstick","BOI","USM","baking","baking"
"w10096966_CS",28,"Version 4","drumstick","BOI","USM","mold","mold"
"w10096966_CS",29,"Version 4","bloke","BOI","USM","talking","talking"
"w10096966_CS",29,"Version 4","bloke","BOI","USM","feeding","feeding"
"w10096966_CS",29,"Version 4","bloke","BOI","USM","loving","loving"
"w10096966_CS",30,"Version 4","windowsill","BOI","USM","surface","surface"
"w10096966_CS",30,"Version 4","windowsill","BOI","USM","sitting","sitting"
"w10096966_CS",30,"Version 4","windowsill","BOI","USM","decorating","decorating"
"w10096966_CS",30,"Version 4","windowsill","BOI","USM","cat","cat"
"w10096966_CS",30,"Version 4","windowsill","BOI","USM","flowers","flowers"
"w10096966_CS",31,"Version 4","step","BOI","USM","stepping on","stepping on"
"w10096966_CS",31,"Version 4","step","BOI","USM","sitting on","sitting on"
"w10096966_CS",31,"Version 4","step","BOI","USM","painting","painting"
"w10096966_CS",31,"Version 4","step","BOI","USM","removing","removing"
"w10096966_CS",31,"Version 4","step","BOI","USM","surface","surface"
"w10096966_CS",32,"Version 4","fireplace","BOI","USM","warmth","warmth"
"w10096966_CS",32,"Version 4","fireplace","BOI","USM","fire","fire"
"w10096966_CS",32,"Version 4","fireplace","BOI","USM","decoration","decoration"
"w10096966_CS",32,"Version 4","fireplace","BOI","USM","buring","an"
"w10096966_CS",32,"Version 4","fireplace","BOI","USM","marshmellows","marshmallows"
"w10096966_CS",32,"Version 4","fireplace","BOI","USM","toast","toast"
"w10096966_CS",33,"Version 4","cube","BOI","USM","playing","playing"
"w10096966_CS",33,"Version 4","cube","BOI","USM","drawing","drawing"
"w10096966_CS",33,"Version 4","cube","BOI","USM","throwing","throwing"
"w10096966_CS",33,"Version 4","cube","BOI","USM","piling","piling"
"w10096966_CS",33,"Version 4","cube","BOI","USM","crushing","crushing"
"w10096966_CS",33,"Version 4","cube","BOI","USM","jewelery making","jeweler making"
"w10096966_CS",33,"Version 4","cube","BOI","USM","furniture","furniture"
"w10096966_CS",33,"Version 4","cube","BOI","USM","storage","storage"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","dancing","dancing"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","listening","listening"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","music","music"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","smoking","smoking"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","dressing","dressing"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","talking","talking"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","hugging","hugging"
"w10096966_CS",34,"Version 4","hippie","BOI","USM","loving","loving"
"w10096966_CS",35,"Version 4","blouse","BOI","USM","wearing","wearing"
"w10096966_CS",35,"Version 4","blouse","BOI","USM","shredding","shredding"
"w10096966_CS",35,"Version 4","blouse","BOI","USM","sharing","sharing"
"w10096966_CS",35,"Version 4","blouse","BOI","USM","dying","dying"
"w10096966_CS",35,"Version 4","blouse","BOI","USM","cleaning","cleaning"
"w10096966_CS",36,"Version 4","fleece","BOI","USM","stroking","stroking"
"w10096966_CS",36,"Version 4","fleece","BOI","USM","sewing","sewing"
"w10096966_CS",36,"Version 4","fleece","BOI","USM","cleaning","cleaning"
"w10096966_CS",36,"Version 4","fleece","BOI","USM","carpet","carpet"
"w10096966_CS",36,"Version 4","fleece","BOI","USM","clothing","clothing"
"w10096966_CS",36,"Version 4","fleece","BOI","USM","toys making","toys making"
"w10096966_CS",36,"Version 4","fleece","BOI","USM","decoration","decoration"
"w10096966_CS",37,"Version 4","daybed","BOI","USM","sleeping","sleeping"
"w10096966_CS",37,"Version 4","daybed","BOI","USM","sitting","sitting"
"w10096966_CS",37,"Version 4","daybed","BOI","USM","storing","storing"
"w10096966_CS",38,"Version 4","valet","BOI","USM","parking","parking"
"w10096966_CS",38,"Version 4","valet","BOI","USM","cleaning","cleaning"
"w10096966_CS",38,"Version 4","valet","BOI","USM","retaining","retaining"
"w10096966_CS",39,"Version 4","yam","BOI","USM","eating","eating"
"w10096966_CS",39,"Version 4","yam","BOI","USM","smearing","smearing"
"w10096966_CS",39,"Version 4","yam","BOI","USM","baking","baking"
"w10096966_CS",39,"Version 4","yam","BOI","USM","cooking","cooking"
"w10096966_CS",39,"Version 4","yam","BOI","USM","throwing","throwing"
"w10096966_CS",39,"Version 4","yam","BOI","USM","storing","storing"
"w10096966_CS",40,"Version 4","blazer","BOI","USM","wearing","wearing"
"w10096966_CS",40,"Version 4","blazer","BOI","USM","cleaning","cleaning"
"w10096966_CS",40,"Version 4","blazer","BOI","USM","costume","costume"
"w10097411_dc",11,"Version 79","priest","BOI","USM","confession","confession"
"w10097411_dc",11,"Version 79","priest","BOI","USM","church","church"
"w10097411_dc",11,"Version 79","priest","BOI","USM","blessing","blessing"
"w10097411_dc",12,"Version 79","dipstick","BOI","USM","oil","oil"
"w10097411_dc",12,"Version 79","dipstick","BOI","USM","atf","an"
"w10097411_dc",12,"Version 79","dipstick","BOI","USM","fluids","fluids"
"w10097411_dc",13,"Version 79","peroxide","BOI","USM","cleaning","cleaning"
"w10097411_dc",14,"Version 79","saw","BOI","USM","cutting","cutting"
"w10097411_dc",14,"Version 79","saw","BOI","USM","trimming","trimming"
"w10097411_dc",15,"Version 79","sequin","BOI","USM","decoration","decoration"
"w10097411_dc",15,"Version 79","sequin","BOI","USM","jewelry","jewelry"
"w10097411_dc",16,"Version 79","playhouse","BOI","USM","playing","playing"
"w10097411_dc",16,"Version 79","playhouse","BOI","USM","building","building"
"w10097411_dc",16,"Version 79","playhouse","BOI","USM","fun","fun"
"w10097411_dc",17,"Version 79","footpath","BOI","USM","walking","walking"
"w10097411_dc",17,"Version 79","footpath","BOI","USM","exploring","exploring"
"w10097411_dc",17,"Version 79","footpath","BOI","USM","relaxing","relaxing"
"w10097411_dc",18,"Version 79","dwelling","BOI","USM","house","house"
"w10097411_dc",18,"Version 79","dwelling","BOI","USM","living","living"
"w10097411_dc",18,"Version 79","dwelling","BOI","USM","abode","abode"
"w10097411_dc",19,"Version 79","torch","BOI","USM","light","light"
"w10097411_dc",19,"Version 79","torch","BOI","USM","burning","burning"
"w10097411_dc",19,"Version 79","torch","BOI","USM","warmth","warmth"
"w10097411_dc",20,"Version 79","leggings","BOI","USM","dressing up","dressing up"
